,FIPS,County,State,Lat,Long,Ticks_With_Lyme,Cases2019
810,19043.0,Clayton County,Iowa,42.8447,-91.3414,1,17
811,19045.0,Clinton County,Iowa,41.898,-90.532,0,4
812,19047.0,Crawford County,Iowa,42.0372,-95.382,0,1
813,19049.0,Dallas County,Iowa,41.6849,-94.0398,0,7
814,19051.0,Davis County,Iowa,40.7477,-92.4097,0,3
815,19053.0,Decatur County,Iowa,40.7377,-93.7863,0,2
816,19055.0,Delaware County,Iowa,42.4712,-91.3673,0,4
817,19057.0,Des Moines County,Iowa,40.9232,-91.1815,0,1
818,19059.0,Dickinson County,Iowa,43.3779,-95.1509,0,1
819,19061.0,Dubuque County,Iowa,42.4688,-90.8825,0,30
820,19063.0,Emmet County,Iowa,43.3779,-94.6784,0,0
821,19065.0,Fayette County,Iowa,42.8626,-91.8444,0,1
822,19067.0,Floyd County,Iowa,43.0599,-92.789,0,1
823,19069.0,Franklin County,Iowa,42.7325,-93.2625,0,0
824,19071.0,Fremont County,Iowa,40.7456,-95.6047,0,0
825,19073.0,Greene County,Iowa,42.0362,-94.3968,0,0
826,19075.0,Grundy County,Iowa,42.4019,-92.7914,0,0
827,19077.0,Guthrie County,Iowa,41.6837,-94.5011,0,1
828,19079.0,Hamilton County,Iowa,42.3838,-93.7068,0,0
829,19081.0,Hancock County,Iowa,43.0819,-93.7343,0,0
830,19083.0,Hardin County,Iowa,42.3839,-93.2404,0,1
831,19085.0,Harrison County,Iowa,41.6829,-95.8168,0,0
832,19087.0,Henry County,Iowa,40.988,-91.5445,0,4
833,19089.0,Howard County,Iowa,43.3568,-92.3172,0,1
834,19091.0,Humboldt County,Iowa,42.7765,-94.2072,0,0
835,19093.0,Ida County,Iowa,42.3869,-95.5135,0,0
836,19095.0,Iowa County,Iowa,41.6863,-92.0655,0,3
837,19097.0,Jackson County,Iowa,42.1717,-90.5743,0,6
838,19099.0,Jasper County,Iowa,41.686,-93.0538,0,0
839,19101.0,Jefferson County,Iowa,41.0318,-91.9489,0,4
840,19103.0,Johnson County,Iowa,41.6715,-91.5881,0,57
841,19105.0,Jones County,Iowa,42.1212,-91.1315,0,1
842,19107.0,Keokuk County,Iowa,41.3365,-92.1786,0,1
843,19109.0,Kossuth County,Iowa,43.2042,-94.2067,0,0
844,19111.0,Lee County,Iowa,40.642,-91.4793,0,1
845,19113.0,Linn County,Iowa,42.079,-91.599,1,40
846,19115.0,Louisa County,Iowa,41.2185,-91.2596,0,2
847,19117.0,Lucas County,Iowa,41.0294,-93.3277,0,0
848,19119.0,Lyon County,Iowa,43.3805,-96.2102,0,0
849,19121.0,Madison County,Iowa,41.3307,-94.0155,0,0
850,19123.0,Mahaska County,Iowa,41.3352,-92.6409,0,4
851,19125.0,Marion County,Iowa,41.3344,-93.0994,0,4
852,19127.0,Marshall County,Iowa,42.0358,-92.9988,0,0
853,19129.0,Mills County,Iowa,41.0334,-95.6213,0,0
854,19131.0,Mitchell County,Iowa,43.3564,-92.789,0,0
855,19133.0,Monona County,Iowa,42.0516,-95.9599,0,0
856,19135.0,Monroe County,Iowa,41.0298,-92.869,0,0
857,19137.0,Montgomery County,Iowa,41.0302,-95.1564,0,0
858,19139.0,Muscatine County,Iowa,41.4839,-91.1127,1,3
859,19141.0,O'Brien County,Iowa,43.0838,-95.6249,0,0
860,19143.0,Osceola County,Iowa,43.3786,-95.6237,0,0
861,19145.0,Page County,Iowa,40.7391,-95.1502,0,2
862,19147.0,Palo Alto County,Iowa,43.0821,-94.6781,0,0
863,19149.0,Plymouth County,Iowa,42.7378,-96.2141,0,0
864,19151.0,Pocahontas County,Iowa,42.7342,-94.6787,0,0
865,19153.0,Polk County,Iowa,41.6855,-93.5735,0,22
866,19155.0,Pottawattamie County,Iowa,41.3366,-95.5423,0,0
867,19157.0,Poweshiek County,Iowa,41.6864,-92.5315,0,3
868,19159.0,Ringgold County,Iowa,40.7352,-94.244,0,0
869,19161.0,Sac County,Iowa,42.3862,-95.1054,0,0
870,19163.0,Scott County,Iowa,41.6371,-90.6232,0,9
871,19165.0,Shelby County,Iowa,41.6851,-95.3102,0,0
872,19167.0,Sioux County,Iowa,43.0826,-96.1779,0,0
873,19169.0,Story County,Iowa,42.0362,-93.465,0,3
874,19171.0,Tama County,Iowa,42.0798,-92.5326,0,2
875,19173.0,Taylor County,Iowa,40.7374,-94.6964,0,0
876,19175.0,Union County,Iowa,41.0277,-94.2424,0,0
877,19177.0,Van Buren County,Iowa,40.7532,-91.95,0,2
878,19179.0,Wapello County,Iowa,41.0306,-92.4095,0,6
879,19181.0,Warren County,Iowa,41.3344,-93.5614,0,6
880,19183.0,Washington County,Iowa,41.3356,-91.7179,0,1
881,19185.0,Wayne County,Iowa,40.7395,-93.3274,0,0
882,19187.0,Webster County,Iowa,42.4279,-94.1818,0,2
883,19189.0,Winnebago County,Iowa,43.3775,-93.7341,0,1
884,19191.0,Winneshiek County,Iowa,43.2906,-91.8437,1,10
885,19193.0,Woodbury County,Iowa,42.3897,-96.0448,0,1
886,19195.0,Worth County,Iowa,43.3774,-93.2608,0,1
887,19197.0,Wright County,Iowa,42.7331,-93.7351,0,0
888,20001.0,Allen County,Kansas,37.8857,-95.3014,0,2
889,20003.0,Anderson County,Kansas,38.2142,-95.2933,0,0
890,20005.0,Atchison County,Kansas,39.5318,-95.3135,0,0
891,20007.0,Barber County,Kansas,37.2289,-98.6848,0,0
892,20009.0,Barton County,Kansas,38.479,-98.7565,0,0
893,20011.0,Bourbon County,Kansas,37.8552,-94.8493,0,1
894,20013.0,Brown County,Kansas,39.8265,-95.5642,0,0
895,20015.0,Butler County,Kansas,37.7812,-96.839,0,0
896,20017.0,Chase County,Kansas,38.302,-96.5939,0,1
897,20019.0,Chautauqua County,Kansas,37.15,-96.2454,0,0
898,20021.0,Cherokee County,Kansas,37.1693,-94.8463,0,0
899,20023.0,Cheyenne County,Kansas,39.7859,-101.7313,0,0
900,20025.0,Clark County,Kansas,37.2355,-99.8203,0,0
901,20027.0,Clay County,Kansas,39.3497,-97.1652,0,0
902,20029.0,Cloud County,Kansas,39.4803,-97.6493,0,0
903,20031.0,Coffey County,Kansas,38.2369,-95.7341,0,0
904,20033.0,Comanche County,Kansas,37.1913,-99.2718,0,0
905,20035.0,Cowley County,Kansas,37.2377,-96.8375,0,0
906,20037.0,Crawford County,Kansas,37.5073,-94.8518,0,1
907,20039.0,Decatur County,Kansas,39.7847,-100.4599,0,0
908,20041.0,Dickinson County,Kansas,38.8665,-97.1527,0,0
909,20043.0,Doniphan County,Kansas,39.7881,-95.1468,0,0
910,20045.0,Douglas County,Kansas,38.8847,-95.2926,0,0
911,20047.0,Edwards County,Kansas,37.8876,-99.3122,0,0
912,20049.0,Elk County,Kansas,37.4537,-96.2441,0,0
913,20051.0,Ellis County,Kansas,38.9147,-99.3173,0,0
914,20053.0,Ellsworth County,Kansas,38.6966,-98.2047,0,0
915,20055.0,Finney County,Kansas,38.0443,-100.737,0,1
916,20057.0,Ford County,Kansas,37.6917,-99.888,0,1
917,20059.0,Franklin County,Kansas,38.5645,-95.2859,0,0
918,20061.0,Geary County,Kansas,39.0024,-96.7525,0,1
919,20063.0,Gove County,Kansas,38.9161,-100.483,0,0
920,20065.0,Graham County,Kansas,39.3497,-99.8832,0,0
921,20067.0,Grant County,Kansas,37.5623,-101.308,0,0
922,20069.0,Gray County,Kansas,37.7382,-100.4379,0,0
923,20071.0,Greeley County,Kansas,38.4806,-101.806,0,0
924,20073.0,Greenwood County,Kansas,37.8778,-96.2326,0,0
925,20075.0,Hamilton County,Kansas,37.9991,-101.7912,0,0
926,20077.0,Harper County,Kansas,37.1916,-98.0755,0,0
927,20079.0,Harvey County,Kansas,38.0432,-97.4272,0,1
928,20081.0,Haskell County,Kansas,37.5622,-100.8712,0,0
929,20083.0,Hodgeman County,Kansas,38.0875,-99.8979,0,0
930,20085.0,Jackson County,Kansas,39.4168,-95.7937,0,1
931,20087.0,Jefferson County,Kansas,39.2358,-95.3834,0,1
932,20089.0,Jewell County,Kansas,39.7847,-98.2183,0,0
933,20091.0,Johnson County,Kansas,38.8838,-94.8223,0,4
934,20093.0,Kearny County,Kansas,38.0003,-101.3199,0,0
935,20095.0,Kingman County,Kansas,37.5589,-98.1363,0,0
936,20097.0,Kiowa County,Kansas,37.5582,-99.2861,0,0
937,20099.0,Labette County,Kansas,37.1913,-95.2976,0,3
938,20101.0,Lane County,Kansas,38.4813,-100.4664,0,0
939,20103.0,Leavenworth County,Kansas,39.1993,-95.038,0,2
940,20105.0,Lincoln County,Kansas,39.0453,-98.2077,0,0
941,20107.0,Linn County,Kansas,38.2123,-94.843,0,0
942,20109.0,Logan County,Kansas,38.9173,-101.1484,0,0
943,20111.0,Lyon County,Kansas,38.4562,-96.1526,0,0
944,20113.0,McPherson County,Kansas,38.3917,-97.648,0,0
945,20115.0,Marion County,Kansas,38.3589,-97.0969,0,0
946,20117.0,Marshall County,Kansas,39.7836,-96.5229,0,0
947,20119.0,Meade County,Kansas,37.2381,-100.3663,0,0
948,20121.0,Miami County,Kansas,38.5635,-94.8381,0,0
949,20123.0,Mitchell County,Kansas,39.3933,-98.2094,0,0
950,20125.0,Montgomery County,Kansas,37.1925,-95.7429,0,0
951,20127.0,Morris County,Kansas,38.6874,-96.6499,0,0
952,20129.0,Morton County,Kansas,37.1914,-101.7992,0,0
953,20131.0,Nemaha County,Kansas,39.7834,-96.0141,0,0
954,20133.0,Neosho County,Kansas,37.5585,-95.3068,0,0
955,20135.0,Ness County,Kansas,38.4794,-99.9161,0,0
956,20137.0,Norton County,Kansas,39.7844,-99.9035,0,0
957,20139.0,Osage County,Kansas,38.6523,-95.7269,0,1
958,20141.0,Osborne County,Kansas,39.3503,-98.7679,0,0
959,20143.0,Ottawa County,Kansas,39.1325,-97.6502,0,0
960,20145.0,Pawnee County,Kansas,38.1813,-99.2367,0,0
961,20147.0,Phillips County,Kansas,39.7846,-99.347,0,0
962,20149.0,Pottawatomie County,Kansas,39.379,-96.3424,0,0
963,20151.0,Pratt County,Kansas,37.6477,-98.7396,0,0
964,20153.0,Rawlins County,Kansas,39.7852,-101.0759,0,0
965,20155.0,Reno County,Kansas,37.953,-98.086,0,3
966,20157.0,Republic County,Kansas,39.8278,-97.6506,0,0
967,20159.0,Rice County,Kansas,38.3472,-98.201,0,0
968,20161.0,Riley County,Kansas,39.2966,-96.7352,0,2
969,20163.0,Rooks County,Kansas,39.3502,-99.325,0,0
970,20165.0,Rush County,Kansas,38.5231,-99.3092,0,0
971,20167.0,Russell County,Kansas,38.9148,-98.7624,0,1
972,20169.0,Saline County,Kansas,38.7838,-97.65,0,0
973,20171.0,Scott County,Kansas,38.4822,-100.9069,0,0
974,20173.0,Sedgwick County,Kansas,37.6848,-97.461,0,4
975,20175.0,Seward County,Kansas,37.1933,-100.8513,0,0
976,20177.0,Shawnee County,Kansas,39.0415,-95.7565,0,1
977,20179.0,Sheridan County,Kansas,39.3503,-100.4418,0,0
978,20181.0,Sherman County,Kansas,39.3514,-101.72,0,0
979,20183.0,Smith County,Kansas,39.7852,-98.7855,0,0
980,20185.0,Stafford County,Kansas,38.031,-98.7174,0,0
981,20187.0,Stanton County,Kansas,37.563,-101.7842,0,0
982,20189.0,Stevens County,Kansas,37.1923,-101.3121,0,0
983,20191.0,Sumner County,Kansas,37.2373,-97.4765,0,0
984,20193.0,Thomas County,Kansas,39.3509,-101.0556,0,0
985,20195.0,Trego County,Kansas,38.9143,-99.8728,0,0
986,20197.0,Wabaunsee County,Kansas,38.9533,-96.205,0,0
987,20199.0,Wallace County,Kansas,38.9167,-101.7636,0,0
988,20201.0,Washington County,Kansas,39.7842,-97.0875,0,0
989,20203.0,Wichita County,Kansas,38.4821,-101.3474,0,0
990,20205.0,Wilson County,Kansas,37.5593,-95.7434,0,0
991,20207.0,Woodson County,Kansas,37.8867,-95.7401,0,0
992,20209.0,Wyandotte County,Kansas,39.1146,-94.7646,0,2
993,21001.0,Adair County,Kentucky,37.1042,-85.2806,0,0
994,21003.0,Allen County,Kentucky,36.7513,-86.1904,0,0
995,21005.0,Anderson County,Kentucky,38.0039,-84.991,0,0
996,21007.0,Ballard County,Kentucky,37.0585,-88.9993,0,0
997,21009.0,Barren County,Kentucky,36.9656,-85.9337,0,0
998,21011.0,Bath County,Kentucky,38.145,-83.7427,0,0
999,21013.0,Bell County,Kentucky,36.7306,-83.6741,0,0
1000,21015.0,Boone County,Kentucky,38.9699,-84.7278,0,0
1001,21017.0,Bourbon County,Kentucky,38.2067,-84.2172,0,0
1002,21019.0,Boyd County,Kentucky,38.3596,-82.6878,0,1
1003,21021.0,Boyle County,Kentucky,37.6244,-84.8668,0,0
1004,21023.0,Bracken County,Kentucky,38.6888,-84.0901,0,0
1005,21025.0,Breathitt County,Kentucky,37.5216,-83.3241,0,0
1006,21027.0,Breckinridge County,Kentucky,37.7734,-86.4293,0,0
1007,21029.0,Bullitt County,Kentucky,37.9701,-85.6959,0,0
1008,21031.0,Butler County,Kentucky,37.2073,-86.6816,0,0
1009,21033.0,Caldwell County,Kentucky,37.1454,-87.8679,0,0
1010,21035.0,Calloway County,Kentucky,36.621,-88.2722,0,0
1011,21037.0,Campbell County,Kentucky,38.9465,-84.3795,0,1
1012,21039.0,Carlisle County,Kentucky,36.8532,-88.971,0,0
1013,21041.0,Carroll County,Kentucky,38.6678,-85.1236,0,0
1014,21043.0,Carter County,Kentucky,38.3182,-83.0495,0,0
1015,21045.0,Casey County,Kentucky,37.3223,-84.9283,0,0
1016,21047.0,Christian County,Kentucky,36.8942,-87.4905,0,0
1017,21049.0,Clark County,Kentucky,37.9708,-84.1474,0,0
1018,21051.0,Clay County,Kentucky,37.1597,-83.7147,0,0
1019,21053.0,Clinton County,Kentucky,36.7274,-85.1362,0,0
1020,21055.0,Crittenden County,Kentucky,37.3527,-88.0972,0,0
1021,21057.0,Cumberland County,Kentucky,36.7866,-85.3885,0,0
1022,21059.0,Daviess County,Kentucky,37.7318,-87.0873,0,0
1023,21061.0,Edmonson County,Kentucky,37.2088,-86.2384,0,0
1024,21063.0,Elliott County,Kentucky,38.1179,-83.0976,0,0
1025,21065.0,Estill County,Kentucky,37.6924,-83.9643,0,0
1026,21067.0,Fayette County,Kentucky,38.0423,-84.4587,0,0
1027,21069.0,Fleming County,Kentucky,38.3701,-83.6967,0,0
1028,21071.0,Floyd County,Kentucky,37.5571,-82.7457,0,1
1029,21073.0,Franklin County,Kentucky,38.2392,-84.8771,0,0
1030,21075.0,Fulton County,Kentucky,36.554,-89.1873,0,0
1031,21077.0,Gallatin County,Kentucky,38.7569,-84.8593,0,0
1032,21079.0,Garrard County,Kentucky,37.6396,-84.5377,0,0
1033,21081.0,Grant County,Kentucky,38.6488,-84.6246,0,0
1034,21083.0,Graves County,Kentucky,36.7231,-88.6512,0,0
1035,21085.0,Grayson County,Kentucky,37.4608,-86.3439,0,0
1036,21087.0,Green County,Kentucky,37.264,-85.5531,0,0
1037,21089.0,Greenup County,Kentucky,38.5457,-82.9223,0,0
1038,21091.0,Hancock County,Kentucky,37.8415,-86.7779,0,0
1039,21093.0,Hardin County,Kentucky,37.6979,-85.9634,0,0
1040,21095.0,Harlan County,Kentucky,36.8569,-83.218,0,0
1041,21097.0,Harrison County,Kentucky,38.4418,-84.3314,0,0
1042,21099.0,Hart County,Kentucky,37.2999,-85.8847,0,0
1043,21101.0,Henderson County,Kentucky,37.7958,-87.573,0,0
1044,21103.0,Henry County,Kentucky,38.4485,-85.1189,0,0
1045,21105.0,Hickman County,Kentucky,36.6781,-88.9762,0,0
1046,21107.0,Hopkins County,Kentucky,37.3088,-87.5408,0,0
1047,21109.0,Jackson County,Kentucky,37.4198,-84.0058,0,0
1048,21111.0,Jefferson County,Kentucky,38.1872,-85.6591,0,0
1049,21113.0,Jessamine County,Kentucky,37.8721,-84.5809,1,0
1050,21115.0,Johnson County,Kentucky,37.8466,-82.8315,0,0
1051,21117.0,Kenton County,Kentucky,38.9334,-84.5333,0,0
1052,21119.0,Knott County,Kentucky,37.354,-82.9541,1,0
1053,21121.0,Knox County,Kentucky,36.8906,-83.854,0,0
1054,21123.0,Larue County,Kentucky,37.5458,-85.6979,0,0
1055,21125.0,Laurel County,Kentucky,37.1107,-84.1178,0,0
1056,21127.0,Lawrence County,Kentucky,38.0679,-82.7348,1,1
1057,21129.0,Lee County,Kentucky,37.5948,-83.7162,0,0
1058,21131.0,Leslie County,Kentucky,37.0941,-83.3811,0,0
1059,21133.0,Letcher County,Kentucky,37.1212,-82.8553,0,0
1060,21135.0,Lewis County,Kentucky,38.5316,-83.3781,0,0
1061,21137.0,Lincoln County,Kentucky,37.4554,-84.6608,0,0
1062,21139.0,Livingston County,Kentucky,37.2096,-88.3537,0,0
1063,21141.0,Logan County,Kentucky,36.8597,-86.8789,0,0
1064,21143.0,Lyon County,Kentucky,37.0191,-88.0832,0,0
1065,21145.0,McCracken County,Kentucky,37.054,-88.7127,0,0
1066,21147.0,McCreary County,Kentucky,36.7371,-84.4842,0,0
1067,21149.0,McLean County,Kentucky,37.5292,-87.2636,0,0
1068,21151.0,Madison County,Kentucky,37.7202,-84.278,0,2
1069,21153.0,Magoffin County,Kentucky,37.7065,-83.0649,0,0
1070,21155.0,Marion County,Kentucky,37.5525,-85.2696,0,0
1071,21157.0,Marshall County,Kentucky,36.8834,-88.3294,0,0
1072,21159.0,Martin County,Kentucky,37.8016,-82.5132,1,0
1073,21161.0,Mason County,Kentucky,38.5952,-83.8241,0,0
1074,21163.0,Meade County,Kentucky,37.9697,-86.217,0,0
1075,21165.0,Menifee County,Kentucky,37.9414,-83.5989,0,0
1076,21167.0,Mercer County,Kentucky,37.811,-84.8745,0,0
1077,21169.0,Metcalfe County,Kentucky,36.9905,-85.6292,0,0
1078,21171.0,Monroe County,Kentucky,36.7122,-85.7165,0,0
1079,21173.0,Montgomery County,Kentucky,38.0335,-83.9131,0,0
1080,21175.0,Morgan County,Kentucky,37.9223,-83.2589,0,0
1081,21177.0,Muhlenberg County,Kentucky,37.2158,-87.142,0,0
1082,21179.0,Nelson County,Kentucky,37.8052,-85.466,0,0
1083,21181.0,Nicholas County,Kentucky,38.3356,-84.0153,0,0
1084,21183.0,Ohio County,Kentucky,37.4782,-86.8489,0,0
1085,21185.0,Oldham County,Kentucky,38.3994,-85.4483,0,0
1086,21187.0,Owen County,Kentucky,38.5197,-84.8281,0,0
1087,21189.0,Owsley County,Kentucky,37.4192,-83.6831,0,0
1088,21191.0,Pendleton County,Kentucky,38.6956,-84.3603,0,0
1089,21193.0,Perry County,Kentucky,37.2443,-83.2215,0,0
1090,21195.0,Pike County,Kentucky,37.4691,-82.3958,0,0
1091,21197.0,Powell County,Kentucky,37.8311,-83.8237,0,0
1092,21199.0,Pulaski County,Kentucky,37.1039,-84.5773,0,0
1093,21201.0,Robertson County,Kentucky,38.5188,-84.052,0,0
1094,21203.0,Rockcastle County,Kentucky,37.3651,-84.316,0,0
1095,21205.0,Rowan County,Kentucky,38.1963,-83.4211,1,0
1096,21207.0,Russell County,Kentucky,36.9911,-85.0587,0,0
1097,21209.0,Scott County,Kentucky,38.2915,-84.5839,0,0
1098,21211.0,Shelby County,Kentucky,38.2155,-85.1948,0,0
1099,21213.0,Simpson County,Kentucky,36.742,-86.5822,0,0
1100,21215.0,Spencer County,Kentucky,38.0325,-85.3278,0,0
1101,21217.0,Taylor County,Kentucky,37.3665,-85.3279,0,0
1102,21219.0,Todd County,Kentucky,36.8357,-87.1792,0,0
1103,21221.0,Trigg County,Kentucky,36.8064,-87.8734,0,0
1104,21223.0,Trimble County,Kentucky,38.613,-85.3375,0,0
1105,21225.0,Union County,Kentucky,37.6585,-87.9453,0,0
1106,21227.0,Warren County,Kentucky,36.9936,-86.4238,0,0
1107,21229.0,Washington County,Kentucky,37.7534,-85.1748,0,0
1108,21231.0,Wayne County,Kentucky,36.8013,-84.8286,0,0
1109,21233.0,Webster County,Kentucky,37.5184,-87.6832,0,0
1110,21235.0,Whitley County,Kentucky,36.7581,-84.1452,0,0
1111,21237.0,Wolfe County,Kentucky,37.7393,-83.4932,0,0
1112,21239.0,Woodford County,Kentucky,38.0424,-84.7436,0,0
1113,22001.0,Acadia Parish,Louisiana,30.2905,-92.412,0,0
1114,22003.0,Allen Parish,Louisiana,30.6529,-92.8279,0,0
1115,22005.0,Ascension Parish,Louisiana,30.2036,-90.9113,0,0
1116,22007.0,Assumption Parish,Louisiana,29.9008,-91.0626,0,0
1117,22009.0,Avoyelles Parish,Louisiana,31.0762,-92.0014,0,0
1118,22011.0,Beauregard Parish,Louisiana,30.6484,-93.3434,0,0
1119,22013.0,Bienville Parish,Louisiana,32.3472,-93.056,0,0
1120,22015.0,Bossier Parish,Louisiana,32.6789,-93.605,0,0
1121,22017.0,Caddo Parish,Louisiana,32.5801,-93.8823,0,0
1122,22019.0,Calcasieu Parish,Louisiana,30.2292,-93.3579,0,0
1123,22021.0,Caldwell Parish,Louisiana,32.0923,-92.1166,0,0
1124,22023.0,Cameron Parish,Louisiana,29.8754,-93.1938,0,0
1125,22025.0,Catahoula Parish,Louisiana,31.6661,-91.8471,0,0
1126,22027.0,Claiborne Parish,Louisiana,32.8226,-92.9958,0,0
1127,22029.0,Concordia Parish,Louisiana,31.4459,-91.6401,0,0
1128,22031.0,De Soto Parish,Louisiana,32.0554,-93.7372,0,0
1129,22033.0,East Baton Rouge Parish,Louisiana,30.5383,-91.0956,0,0
1130,22035.0,East Carroll Parish,Louisiana,32.7325,-91.2351,0,0
1131,22037.0,East Feliciana Parish,Louisiana,30.8451,-91.0455,0,0
1132,22039.0,Evangeline Parish,Louisiana,30.729,-92.4059,0,0
1133,22041.0,Franklin Parish,Louisiana,32.1332,-91.6738,0,0
1134,22043.0,Grant Parish,Louisiana,31.5997,-92.5595,0,0
1135,22045.0,Iberia Parish,Louisiana,29.8965,-91.73,0,0
1136,22047.0,Iberville Parish,Louisiana,30.2585,-91.3493,0,0
1137,22049.0,Jackson Parish,Louisiana,32.3021,-92.5578,0,0
1138,22051.0,Jefferson Parish,Louisiana,29.7872,-90.1274,0,0
1139,22053.0,Jefferson Davis Parish,Louisiana,30.2677,-92.8141,0,0
1140,22055.0,Lafayette Parish,Louisiana,30.2068,-92.0639,0,1
1141,22057.0,Lafourche Parish,Louisiana,29.5662,-90.4258,0,0
1142,22061.0,Lincoln Parish,Louisiana,32.6016,-92.6648,0,0
1143,22063.0,Livingston Parish,Louisiana,30.4401,-90.7279,0,2
1144,22065.0,Madison Parish,Louisiana,32.3644,-91.2426,0,0
1145,22067.0,Morehouse Parish,Louisiana,32.8202,-91.8018,0,0
1146,22069.0,Natchitoches Parish,Louisiana,31.7235,-93.0962,0,0
1147,22071.0,Orleans Parish,Louisiana,30.0687,-89.9288,0,0
1148,22073.0,Ouachita Parish,Louisiana,32.4783,-92.1549,0,0
1149,22075.0,Plaquemines Parish,Louisiana,29.4405,-89.6097,0,0
1150,22077.0,Pointe Coupee Parish,Louisiana,30.7094,-91.6008,0,1
1151,22079.0,Rapides Parish,Louisiana,31.1986,-92.5332,0,0
1152,22081.0,Red River Parish,Louisiana,32.0931,-93.3399,0,0
1153,22083.0,Richland Parish,Louisiana,32.4178,-91.7635,0,0
1154,22085.0,Sabine Parish,Louisiana,31.564,-93.5546,0,0
1155,22087.0,St. Bernard Parish,Louisiana,29.8693,-89.5552,0,0
1156,22089.0,St. Charles Parish,Louisiana,29.9055,-90.3582,0,0
1157,22091.0,St. Helena Parish,Louisiana,30.822,-90.7103,0,0
1158,22093.0,St. James Parish,Louisiana,30.0263,-90.7963,0,0
1159,22095.0,St. John the Baptist Parish,Louisiana,30.1265,-90.4709,0,0
1160,22097.0,St. Landry Parish,Louisiana,30.5988,-92.0059,0,0
1161,22099.0,St. Martin Parish,Louisiana,30.1291,-91.6083,0,0
1162,22101.0,St. Mary Parish,Louisiana,29.7047,-91.4432,0,0
1163,22103.0,St. Tammany Parish,Louisiana,30.4102,-89.9583,0,0
1164,22105.0,Tangipahoa Parish,Louisiana,30.6266,-90.4057,0,0
1165,22107.0,Tensas Parish,Louisiana,32.0017,-91.3401,0,0
1166,22109.0,Terrebonne Parish,Louisiana,29.4148,-90.8663,0,0
1167,22111.0,Union Parish,Louisiana,32.8318,-92.3748,0,0
1168,22113.0,Vermilion Parish,Louisiana,29.8465,-92.3238,0,0
1169,22115.0,Vernon Parish,Louisiana,31.1083,-93.1842,0,0
1170,22117.0,Washington Parish,Louisiana,30.8533,-90.0405,0,0
1171,22119.0,Webster Parish,Louisiana,32.7135,-93.335,0,0
1172,22121.0,West Baton Rouge Parish,Louisiana,30.4634,-91.3127,0,0
1173,22123.0,West Carroll Parish,Louisiana,32.7885,-91.4568,0,0
1174,22125.0,West Feliciana Parish,Louisiana,30.8798,-91.42,0,0
1175,22127.0,Winn Parish,Louisiana,31.9443,-92.6367,1,0
1176,23001.0,Androscoggin County,Maine,44.1658,-70.2065,0,98
1177,23003.0,Aroostook County,Maine,46.6589,-68.5989,0,2
1178,23005.0,Cumberland County,Maine,43.8464,-70.3988,0,354
1179,23007.0,Franklin County,Maine,44.974,-70.444,1,39
1180,23009.0,Hancock County,Maine,44.6642,-68.3586,0,192
1181,23011.0,Kennebec County,Maine,44.4091,-69.7673,1,277
1182,23013.0,Knox County,Maine,44.141,-69.1686,0,232
1183,23015.0,Lincoln County,Maine,44.0664,-69.5435,0,132
1184,23017.0,Oxford County,Maine,44.4999,-70.7566,0,88
1185,23019.0,Penobscot County,Maine,45.4006,-68.6495,0,111
1186,23021.0,Piscataquis County,Maine,45.8373,-69.2846,0,4
1187,23023.0,Sagadahoc County,Maine,43.9598,-69.8546,0,83
1188,23025.0,Somerset County,Maine,45.5139,-69.9589,0,68
1189,23027.0,Waldo County,Maine,44.5028,-69.1454,0,143
1190,23029.0,Washington County,Maine,45.0306,-67.6288,0,31
1191,23031.0,York County,Maine,43.4782,-70.7144,0,312
1192,24001.0,Allegany County,Maryland,39.6215,-78.6976,1,70
1193,24003.0,Anne Arundel County,Maryland,39.0065,-76.6051,0,110
1194,24005.0,Baltimore County,Maryland,39.4627,-76.6393,0,138
1195,24009.0,Calvert County,Maryland,38.5434,-76.5687,0,49
1196,24011.0,Caroline County,Maryland,38.8717,-75.8316,0,12
1197,24013.0,Carroll County,Maryland,39.5629,-77.0225,1,169
1198,24015.0,Cecil County,Maryland,39.5712,-75.9407,0,61
1199,24017.0,Charles County,Maryland,38.5073,-76.9922,1,12
1200,24019.0,Dorchester County,Maryland,38.4829,-76.0125,0,4
1201,24021.0,Frederick County,Maryland,39.4722,-77.398,0,126
1202,24023.0,Garrett County,Maryland,39.5289,-79.2729,1,26
1203,24025.0,Harford County,Maryland,39.5611,-76.3171,0,140
1204,24027.0,Howard County,Maryland,39.2507,-76.9312,0,115
1205,24029.0,Kent County,Maryland,39.2545,-76.0399,1,20
1206,24031.0,Montgomery County,Maryland,39.1363,-77.2042,1,134
1207,24033.0,Prince George's County,Maryland,38.8295,-76.8473,0,22
1208,24035.0,Queen Anne's County,Maryland,39.068,-76.0203,0,44
1209,24037.0,St. Mary's County,Maryland,38.3024,-76.6058,1,37
1210,24039.0,Somerset County,Maryland,38.1158,-75.7518,0,6
1211,24041.0,Talbot County,Maryland,38.7713,-76.0971,1,19
1212,24043.0,Washington County,Maryland,39.6036,-77.814,0,36
1213,24045.0,Wicomico County,Maryland,38.3733,-75.6208,0,12
1214,24047.0,Worcester County,Maryland,38.2128,-75.334,1,14
1215,24510.0,Baltimore City,Maryland,39.3051,-76.6144,0,41
1216,25001.0,Barnstable County,Massachusetts,41.7242,-70.2915,0,1
1217,25003.0,Berkshire County,Massachusetts,42.3707,-73.2064,0,0
