,FIPS,State,County,Mean_Rank,Worst_Best,Rank,Lat,Long,Ticks_With_Lyme,Cases2019,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African American(Count),African American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
101,16009,Idaho,Benewah,37.125,Worst,9,47.2176,-116.6587,0,0,9184,22.82,21.93,$43570.00,31,0.34,790,8.6,28,0.3,9,0.1,329,3.58,7776,84.67,49.15,6677.0,71.91,74.2,186.0
102,16073,Idaho,Owyhee,38.5,Worst,10,42.5815,-116.1699,0,0,11628,26.36,17.17,$44251.00,40,0.34,519,4.46,85,0.73,20,0.17,3072,26.42,7950,68.37,49.17,8909.0,77.29,77.55,153.0
103,17147,Illinois,Piatt,11.0,Best,1,40.0103,-88.5911,0,1,16445,22.5,19.05,$67173.00,106,0.64,36,0.22,68,0.41,8,0.05,213,1.3,15857,96.42,50.64,11319.0,67.66,79.53,184.0
104,17203,Illinois,Woodford,12.75,Best,2,40.7882,-89.2111,1,3,38726,24.37,17.39,$75733.00,265,0.68,110,0.28,282,0.73,11,0.03,719,1.86,36952,95.42,50.21,21221.0,54.89,79.82,382.0
105,17043,Illinois,DuPage,13.375,Best,3,41.852,-88.0856,1,39,930128,22.85,14.98,$89536.00,45473,4.89,3685,0.4,112605,12.11,493,0.05,134167,14.42,622983,66.98,50.86,436.0,0.05,82.46,6913.0
106,17133,Illinois,Monroe,14.375,Best,4,38.2784,-90.1773,0,0,34097,22.42,17.08,$83767.00,119,0.35,76,0.22,203,0.6,10,0.03,526,1.54,32882,96.44,50.37,13631.0,41.36,82.02,283.0
107,17085,Illinois,Jo Daviess,15.375,Best,5,42.3658,-90.2125,1,12,21594,19.45,27.23,$51866.00,138,0.64,68,0.31,126,0.58,12,0.06,644,2.98,20439,94.65,50.13,16462.0,72.59,80.42,267.0
108,17003,Illinois,Alexander,95.375,Worst,6,37.1915,-89.3375,0,0,6315,23.72,21.28,$33985.00,2091,33.11,28,0.44,15,0.24,10,0.16,107,1.69,3924,62.14,51.99,5096.0,61.86,73.86,147.0
109,17165,Illinois,Saline,93.5,Worst,7,37.7531,-88.5407,0,1,24102,21.77,19.95,$41394.00,913,3.79,107,0.44,163,0.68,21,0.09,445,1.85,22051,91.49,50.68,10878.0,43.66,74.11,492.0
110,17069,Illinois,Hardin,89.25,Worst,8,37.5182,-88.2668,0,0,4046,17.23,25.8,$40160.00,75,1.85,32,0.79,21,0.52,5,0.12,93,2.3,3776,93.33,48.52,4320.0,100.0,72.33,106.0
111,17153,Illinois,Pulaski,89.0,Worst,9,37.223,-89.1266,0,0,5509,21.64,21.91,$38846.00,1653,30.01,35,0.64,18,0.33,3,0.05,128,2.32,3535,64.17,51.72,6161.0,100.0,76.34,104.0
112,17183,Illinois,Vermilion,92.875,Worst,10,40.1834,-87.7328,1,0,77909,23.85,18.71,$43649.00,10520,13.5,292,0.37,702,0.9,22,0.03,3942,5.06,60897,78.16,50.27,25513.0,31.26,74.81,1389.0
113,18057,Indiana,Hamilton,3.375,Best,1,40.0725,-86.052,0,5,323747,27.38,11.86,$95080.00,13371,4.13,742,0.23,19871,6.14,159,0.05,13130,4.06,271057,83.72,51.19,15473.0,5.64,81.98,2047.0
114,18063,Indiana,Hendricks,10.75,Best,2,39.7695,-86.51,0,1,163685,25.42,13.46,$75647.00,10995,6.72,484,0.3,4720,2.88,113,0.07,6387,3.9,138521,84.63,49.98,25958.0,17.85,79.51,1474.0
115,18011,Indiana,Boone,11.0,Best,3,40.0508,-86.4687,0,1,65875,26.61,13.03,$82670.00,1212,1.84,178,0.27,1807,2.74,29,0.04,2006,3.05,59729,90.67,50.22,19487.0,34.41,78.58,630.0
116,18037,Indiana,Dubois,11.875,Best,4,38.3643,-86.8798,0,0,42558,24.29,16.92,$63033.00,246,0.58,118,0.28,274,0.64,90,0.21,3251,7.64,38501,90.47,50.07,20629.0,49.25,79.05,485.0
117,18059,Indiana,Hancock,13.0,Best,5,39.8236,-85.7733,0,1,74985,23.54,15.86,$73294.00,1988,2.65,221,0.29,655,0.87,30,0.04,1770,2.36,69360,92.5,50.81,21313.0,30.45,78.4,888.0
118,18153,Indiana,Sullivan,77.5,Worst,6,39.0888,-87.4147,0,0,20746,19.61,17.44,$46810.00,936,4.51,61,0.29,54,0.26,2,0.01,378,1.82,19070,91.92,45.81,16957.0,78.96,75.51,369.0
119,18149,Indiana,Starke,78.0,Worst,7,41.2809,-86.6476,1,2,22893,22.78,18.04,$46940.00,94,0.41,113,0.49,56,0.24,0,0.0,878,3.84,21555,94.16,50.02,19247.0,82.38,74.98,411.0
120,18143,Indiana,Scott,79.25,Worst,8,38.6851,-85.7475,1,0,23870,22.75,16.32,$48615.00,105,0.44,78,0.33,206,0.86,19,0.08,582,2.44,22735,95.25,50.78,12747.0,52.71,71.43,536.0
121,18041,Indiana,Fayette,81.625,Worst,9,39.64,-85.1788,1,0,23209,21.97,19.8,$44970.00,316,1.36,57,0.25,101,0.44,1,0.0,263,1.13,22203,95.67,50.44,8930.0,36.78,72.01,504.0
122,18025,Indiana,Crawford,83.125,Worst,10,38.2924,-86.4517,0,0,10566,21.83,19.18,$42555.00,47,0.44,47,0.44,19,0.18,9,0.09,174,1.65,10136,95.93,49.31,10713.0,100.0,75.61,196.0
123,19191,Iowa,Winneshiek,5.25,Best,1,43.2906,-91.8437,1,10,20201,18.41,20.01,$59365.00,157,0.78,21,0.1,225,1.11,4,0.02,452,2.24,19221,95.15,50.34,12419.0,58.98,82.09,156.0
124,19167,Iowa,Sioux,11.0,Best,2,43.0826,-96.1779,0,0,34860,27.06,15.38,$70601.00,174,0.5,194,0.56,372,1.07,20,0.06,3797,10.89,30225,86.7,49.9,17130.0,50.82,83.01,209.0
125,19075,Iowa,Grundy,12.25,Best,3,42.4019,-92.7914,0,0,12333,23.06,20.47,$72184.00,59,0.48,14,0.11,46,0.37,7,0.06,136,1.1,11966,97.02,50.67,12453.0,100.0,80.93,113.0
126,19017,Iowa,Bremer,12.875,Best,4,42.7746,-92.3181,0,1,24911,22.39,19.32,$64213.00,299,1.2,32,0.13,262,1.05,4,0.02,391,1.57,23699,95.13,50.55,15655.0,64.49,82.08,213.0
127,19049,Iowa,Dallas,13.625,Best,5,41.6849,-94.0398,0,7,87235,28.13,11.77,$90133.00,1745,2.0,311,0.36,4219,4.84,68,0.08,5320,6.1,74620,85.54,50.73,20228.0,30.59,82.59,550.0
128,19045,Iowa,Clinton,82.25,Worst,6,41.898,-90.532,0,4,47010,23.1,19.26,$50729.00,1499,3.19,174,0.37,288,0.61,16,0.03,1497,3.18,42807,91.06,51.0,15832.0,32.23,78.09,633.0
129,19057,Iowa,Des Moines,84.125,Worst,7,40.9232,-91.1815,0,1,39417,22.65,20.23,$50773.00,2259,5.73,128,0.32,399,1.01,21,0.05,1235,3.13,34454,87.41,51.21,10781.0,26.74,78.77,538.0
130,19007,Iowa,Appanoose,90.25,Worst,8,40.7432,-92.8686,0,3,12352,22.04,22.48,$42274.00,84,0.68,37,0.3,83,0.67,8,0.06,240,1.94,11760,95.21,50.64,7507.0,58.25,76.15,218.0
131,19111,Iowa,Lee,91.625,Worst,9,40.642,-91.4793,0,1,34295,21.47,19.63,$50481.00,1048,3.06,99,0.29,214,0.62,10,0.03,1243,3.62,31104,90.7,49.61,14566.0,40.62,75.99,589.0
132,19179,Iowa,Wapello,93.5,Worst,10,41.0306,-92.4095,0,6,35044,22.35,17.66,$46981.00,1325,3.78,296,0.84,366,1.04,120,0.34,3812,10.88,28929,82.55,50.43,10854.0,30.47,76.89,526.0
133,20091,Kansas,Johnson,9.875,Best,1,38.8838,-94.8223,0,4,591178,24.68,14.04,$83516.00,28155,4.76,2365,0.4,29981,5.07,263,0.04,45274,7.66,472840,79.98,50.92,20862.0,3.83,82.02,4235.0
134,20113,Kansas,McPherson,13.375,Best,2,38.3917,-97.648,0,0,28708,23.3,19.25,$55686.00,321,1.12,185,0.64,281,0.98,21,0.07,1189,4.14,26302,91.62,50.88,12692.0,43.5,78.16,384.0
135,20131,Kansas,Nemaha,13.375,Best,3,39.7834,-96.0141,0,0,10118,26.39,19.95,$58729.00,63,0.62,73,0.72,35,0.35,9,0.09,199,1.97,9635,95.23,49.24,7658.0,75.24,80.4,105.0
136,20197,Kansas,Wabaunsee,14.5,Best,4,38.9533,-96.205,0,0,6874,23.95,19.33,$63690.00,48,0.7,59,0.86,22,0.32,1,0.01,252,3.67,6363,92.57,49.2,7053.0,100.0,81.14,93.0
137,20083,Kansas,Hodgeman,16.0,Best,5,38.0875,-99.8979,0,0,1842,22.37,22.69,$51962.00,21,1.14,10,0.54,49,2.66,0,0.0,145,7.87,1596,86.64,50.16,1916.0,100.0,75.64,27.0
138,20209,Kansas,Wyandotte,97.375,Worst,6,39.1146,-94.7646,0,2,165288,27.99,11.99,$46032.00,36689,22.2,2251,1.36,8298,5.02,505,0.31,47883,28.97,67653,40.93,50.47,9549.0,6.06,76.16,2210.0
139,20125,Kansas,Montgomery,94.0,Worst,7,37.1925,-95.7429,0,0,32556,23.66,19.66,$45808.00,1712,5.26,1145,3.52,310,0.95,49,0.15,2060,6.33,25935,79.66,50.46,15403.0,43.42,74.59,599.0
140,20099,Kansas,Labette,91.75,Worst,8,37.1913,-95.2976,0,3,20145,23.52,18.99,$46819.00,805,4.0,471,2.34,98,0.49,11,0.05,913,4.53,17198,85.37,50.46,11309.0,52.34,75.37,368.0
141,20205,Kansas,Wilson,87.75,Worst,9,37.5593,-95.7434,0,0,8675,23.95,21.08,$41866.00,49,0.56,134,1.54,58,0.67,7,0.08,274,3.16,7978,91.97,50.81,6839.0,72.69,76.03,147.0
142,20107,Kansas,Linn,88.25,Worst,10,38.2123,-94.843,0,0,9726,23.03,22.1,$47300.00,72,0.74,71,0.73,36,0.37,4,0.04,283,2.91,9096,93.52,49.55,9656.0,100.0,76.99,166.0
143,21209,Kentucky,Scott,11.0,Best,1,38.2915,-84.5839,0,0,54873,25.5,11.65,$67234.00,2901,5.29,206,0.38,668,1.22,21,0.04,2337,4.26,47877,87.25,50.89,15314.0,32.46,76.81,645.0
144,21185,Kentucky,Oldham,11.375,Best,2,38.3994,-85.4483,0,0,66415,25.43,12.66,$97960.00,2888,4.35,294,0.44,1187,1.79,52,0.08,2633,3.96,58604,88.24,47.05,12261.0,20.33,79.56,635.0
145,21239,Kentucky,Woodford,11.375,Best,3,38.0424,-84.7436,0,0,26368,22.64,18.02,$64177.00,1273,4.83,65,0.25,174,0.66,50,0.19,1743,6.61,22803,86.48,52.08,9017.0,36.16,77.43,343.0
146,21015,Kentucky,Boone,13.25,Best,4,38.9699,-84.7278,0,0,130728,26.33,12.99,$78163.00,4280,3.27,288,0.22,3428,2.62,198,0.15,5619,4.3,114725,87.76,50.59,15769.0,13.27,78.35,1406.0
147,21037,Kentucky,Campbell,16.0,Best,5,38.9465,-84.3795,0,1,92488,21.03,15.14,$61384.00,2683,2.9,186,0.2,1038,1.12,49,0.05,1861,2.01,85314,92.24,50.83,13818.0,15.3,77.04,1243.0
148,21159,Kentucky,Martin,108.0,Worst,6,37.8016,-82.5132,1,0,11452,19.82,15.91,$30177.00,749,6.54,44,0.38,23,0.2,2,0.02,386,3.37,10161,88.73,45.14,12929.0,100.0,72.37,276.0
149,21095,Kentucky,Harlan,108.0,Worst,7,36.8569,-83.218,0,0,26713,22.7,18.01,$25815.00,556,2.08,62,0.23,105,0.39,26,0.1,264,0.99,25404,95.1,51.77,15856.0,54.16,70.71,759.0
150,21147,Kentucky,McCreary,108.75,Worst,8,36.7371,-84.4842,0,0,17465,21.74,15.69,$28024.00,943,5.4,133,0.76,42,0.24,10,0.06,465,2.66,15652,89.62,45.55,18306.0,100.0,71.06,422.0
151,21129,Kentucky,Lee,110.625,Worst,9,37.5948,-83.7162,0,0,6570,20.41,18.42,$28084.00,61,0.93,34,0.52,15,0.23,0,0.0,55,0.84,6344,96.56,49.38,7887.0,100.0,70.81,171.0
152,21237,Kentucky,Wolfe,110.875,Worst,10,37.7393,-83.4932,0,0,7264,23.18,19.18,$29326.00,22,0.3,29,0.4,9,0.12,0,0.0,70,0.96,7072,97.36,50.98,7355.0,100.0,71.68,168.0
153,22103,Louisiana,St. Tammany,7.0,Best,1,30.4102,-89.9583,0,0,256327,24.14,16.27,$67926.00,30692,11.97,1466,0.57,3959,1.54,127,0.05,14758,5.76,201531,78.62,51.43,54270.0,23.22,78.69,3002.0
154,22023,Louisiana,Cameron,7.125,Best,2,29.8754,-93.1938,0,0,6912,22.48,15.81,$56025.00,262,3.79,49,0.71,19,0.27,2,0.03,253,3.66,6234,90.19,50.27,6839.0,100.0,81.31,82.0
155,22089,Louisiana,St. Charles,7.625,Best,3,29.9055,-90.3582,0,0,52749,24.61,12.96,$65335.00,13685,25.94,231,0.44,622,1.18,26,0.05,3247,6.16,34303,65.03,51.0,6064.0,11.49,78.0,619.0
156,22005,Louisiana,Ascension,9.875,Best,4,30.2036,-90.9113,0,0,122948,26.91,11.42,$72154.00,28107,22.86,568,0.46,1768,1.44,100,0.08,6834,5.56,84445,68.68,50.49,14170.0,13.22,79.17,1195.0
157,22051,Louisiana,Jefferson,10.25,Best,5,29.7872,-90.1274,0,0,439036,21.91,16.54,$51461.00,116320,26.49,2805,0.64,18783,4.28,284,0.06,65581,14.94,230687,52.54,51.49,4942.0,1.14,77.55,6255.0
158,22029,Louisiana,Concordia,52.25,Worst,6,31.4459,-91.6401,0,0,19866,24.05,16.9,$33873.00,7878,39.66,83,0.42,86,0.43,4,0.02,315,1.59,11317,56.97,49.36,6966.0,33.45,73.28,417.0
159,22107,Louisiana,Tensas,56.125,Worst,7,32.0017,-91.3401,0,0,4615,23.9,23.71,$27959.00,2486,53.87,9,0.2,9,0.2,0,0.0,91,1.97,1967,42.62,51.94,5252.0,100.0,76.16,92.0
160,22067,Louisiana,Morehouse,58.75,Worst,8,32.8202,-91.8018,0,0,25641,24.22,18.14,$32988.00,12145,47.37,57,0.22,129,0.5,17,0.07,345,1.35,12684,49.47,51.78,14000.0,50.04,71.65,590.0
161,22065,Louisiana,Madison,58.875,Worst,9,32.3644,-91.2426,0,0,11316,23.95,13.88,$29507.00,7071,62.49,36,0.32,32,0.28,0,0.0,235,2.08,3836,33.9,50.32,2714.0,22.44,72.58,217.0
162,22035,Louisiana,East Carroll,61.375,Worst,10,32.7325,-91.2351,0,0,7126,24.49,14.41,$26431.00,4832,67.81,24,0.34,38,0.53,0,0.0,179,2.51,1979,27.77,45.99,2683.0,34.58,73.11,133.0
163,23005,Maine,Cumberland,2.75,Best,1,43.8464,-70.3988,0,354,292500,18.91,17.83,$70661.00,8653,2.96,1039,0.36,6703,2.29,99,0.03,6211,2.12,264534,90.44,51.45,101680.0,36.1,80.1,3024.0
164,23013,Maine,Knox,3.875,Best,2,44.141,-69.1686,0,232,39790,17.92,24.43,$51723.00,287,0.72,179,0.45,251,0.63,10,0.03,548,1.38,37952,95.38,50.6,26993.0,67.93,78.57,576.0
165,23023,Maine,Sagadahoc,4.25,Best,3,43.9598,-69.8546,0,83,35392,19.1,21.45,$61047.00,294,0.83,143,0.4,306,0.86,8,0.02,604,1.71,33534,94.75,51.39,21767.0,61.68,79.27,472.0
166,23009,Maine,Hancock,4.875,Best,4,44.6642,-68.3586,0,192,54497,17.3,23.8,$51009.00,478,0.88,254,0.47,632,1.16,14,0.03,810,1.49,51634,94.75,51.51,49038.0,90.11,79.63,730.0
167,23031,Maine,York,5.625,Best,5,43.4782,-70.7144,0,312,204191,19.04,19.74,$66025.00,1716,0.84,758,0.37,2669,1.31,73,0.04,3477,1.7,192624,94.34,51.27,112056.0,56.84,79.15,2550.0
168,23029,Maine,Washington,13.25,Worst,6,45.0306,-67.6288,0,31,31593,18.77,23.89,$37943.00,184,0.58,1695,5.37,155,0.49,12,0.04,695,2.2,28334,89.68,50.68,30352.0,92.38,75.95,586.0
169,23025,Maine,Somerset,14.625,Worst,7,45.5139,-69.9589,0,68,50626,19.21,20.51,$42426.00,254,0.5,285,0.56,377,0.74,23,0.05,563,1.11,48418,95.64,50.25,42031.0,80.48,75.98,914.0
170,23021,Maine,Piscataquis,12.125,Worst,8,45.8373,-69.2846,0,4,16773,16.85,26.18,$40841.00,76,0.45,112,0.67,135,0.8,10,0.06,244,1.45,15979,95.27,50.21,17535.0,100.0,76.81,304.0
171,23001,Maine,Androscoggin,11.0,Worst,9,44.1658,-70.2065,0,98,107651,21.8,17.18,$48446.00,4310,4.0,461,0.43,964,0.9,38,0.04,2063,1.92,97674,90.73,50.98,46707.0,43.37,77.58,1437.0
172,23003,Maine,Aroostook,13.0,Worst,10,46.6589,-68.5989,0,2,67653,18.33,23.31,$42600.00,668,0.99,1320,1.95,318,0.47,30,0.04,818,1.21,63665,94.11,50.5,57687.0,80.27,77.23,1095.0
173,24031,Maryland,Montgomery,3.25,Best,1,39.1363,-77.2042,1,134,1058810,23.26,14.94,$102944.00,194114,18.33,7556,0.71,165603,15.64,1096,0.1,207392,19.59,463431,43.77,51.66,23165.0,2.38,84.33,6799.0
174,24027,Maryland,Howard,3.625,Best,2,39.2507,-76.9312,0,115,321113,24.47,13.39,$111576.00,60492,18.84,1313,0.41,60694,18.9,269,0.08,21973,6.84,167151,52.05,51.13,26560.0,9.25,83.36,2041.0
175,24013,Maryland,Carroll,5.875,Best,3,39.5629,-77.0225,1,169,167781,21.85,16.39,$92890.00,5910,3.52,430,0.26,3267,1.95,117,0.07,6033,3.6,149465,89.08,50.53,66028.0,39.51,78.92,1860.0
176,24021,Maryland,Frederick,6.0,Best,4,39.4722,-77.398,0,126,252022,23.28,14.11,$91727.00,23452,9.31,1203,0.48,12200,4.84,235,0.09,24186,9.6,185367,73.55,50.71,58831.0,25.21,80.13,2341.0
177,24009,Maryland,Calvert,6.75,Best,5,38.5434,-76.5687,0,49,91502,23.39,14.42,$100000.00,11711,12.8,406,0.44,1672,1.83,109,0.12,3666,4.01,71528,78.17,50.46,34350.0,38.71,79.36,969.0
178,24015,Maryland,Cecil,19.125,Worst,6,39.5712,-75.9407,0,61,102746,22.84,15.25,$72259.00,6827,6.64,426,0.41,1484,1.44,67,0.07,4556,4.43,87392,85.06,50.29,42569.0,42.1,76.19,1585.0
179,24019,Maryland,Dorchester,19.875,Worst,7,38.4829,-76.0125,0,4,32162,21.15,21.08,$47011.00,9009,28.01,148,0.46,400,1.24,15,0.05,1806,5.62,20209,62.84,52.46,18338.0,56.22,76.21,537.0
180,24011,Maryland,Caroline,20.75,Worst,9,38.8717,-75.8316,0,12,33193,23.67,15.97,$56338.00,4541,13.68,283,0.85,394,1.19,108,0.33,2490,7.5,25039,75.43,50.89,25130.0,76.0,76.19,487.0
181,24039,Maryland,Somerset,22.75,Worst,10,38.1158,-75.7518,0,6,25918,17.15,16.3,$40320.00,10810,41.71,117,0.45,225,0.87,16,0.06,923,3.56,13297,51.3,46.2,12121.0,45.79,75.08,410.0
182,25021,Massachusetts,Norfolk,3.125,Best,1,42.1607,-71.2111,0,2,700322,21.12,16.58,$100710.00,47699,6.81,1464,0.21,79712,11.38,326,0.05,31923,4.56,528227,75.43,51.93,8321.0,1.24,81.51,6085.0
183,25017,Massachusetts,Middlesex,3.625,Best,2,42.4856,-71.3918,0,0,1602947,19.92,14.98,$97851.00,82756,5.16,4060,0.25,197677,12.33,1035,0.06,128614,8.02,1161576,72.47,51.09,45509.0,3.03,82.05,12383.0
184,25019,Massachusetts,Nantucket,4.0,Best,3,41.2831,-70.0692,0,1,11229,20.93,14.62,$92347.00,1078,9.6,43,0.38,174,1.55,2,0.02,1614,14.37,8179,72.84,49.08,1922.0,18.9,82.86,87.0
185,25015,Massachusetts,Hampshire,5.0,Best,4,42.3402,-72.6638,0,0,161834,14.81,16.56,$67774.00,4628,2.86,463,0.29,9357,5.78,117,0.07,9136,5.65,135377,83.65,53.38,43383.0,27.44,81.23,1374.0
186,25007,Massachusetts,Dukes,5.375,Best,5,41.3961,-70.6501,0,1,17325,17.61,23.37,$67390.00,702,4.05,211,1.22,185,1.07,10,0.06,612,3.53,15159,87.5,50.93,6453.0,39.03,81.78,179.0
187,25027,Massachusetts,Worcester,9.0,Worst,6,42.3514,-71.9077,0,1,826116,21.27,15.28,$70222.00,38049,4.61,3158,0.38,42967,5.2,589,0.07,94699,11.46,635037,76.87,50.65,146856.0,18.39,79.16,8934.0
188,25025,Massachusetts,Suffolk,9.75,Worst,7,42.3336,-71.0709,0,0,797939,16.77,11.75,$65999.00,163952,20.55,5953,0.75,72466,9.08,1418,0.18,183025,22.94,362060,45.37,51.61,535.0,0.07,80.8,6693.0
189,25003,Massachusetts,Berkshire,10.625,Worst,8,42.3707,-73.2064,0,0,126313,17.06,22.8,$56063.00,3787,3.0,384,0.3,2074,1.64,60,0.05,5857,4.64,111794,88.51,51.63,41457.0,31.59,78.97,1721.0
190,25005,Massachusetts,Bristol,12.125,Worst,9,41.7972,-71.1144,0,0,561483,20.67,16.66,$67085.00,24325,4.33,3480,0.62,13541,2.41,642,0.11,44843,7.99,467466,83.26,51.55,53920.0,9.83,78.67,6814.0
191,25013,Massachusetts,Hampden,12.75,Worst,10,42.1351,-72.6316,0,0,469818,21.69,16.47,$51850.00,36244,7.71,3683,0.78,12614,2.68,836,0.18,118654,25.26,294446,62.67,51.68,39725.0,8.57,78.73,5522.0
192,26089,Michigan,Leelanau,6.75,Best,1,44.9386,-85.8118,0,4,21657,16.45,29.86,$66372.00,125,0.58,828,3.82,131,0.6,10,0.05,948,4.38,19489,89.99,50.69,19811.0,91.26,83.5,199.0
193,26047,Michigan,Emmet,10.25,Best,2,45.521,-84.8908,0,1,33193,19.57,21.75,$52796.00,236,0.71,1283,3.87,194,0.58,19,0.06,559,1.68,30295,91.27,50.45,24484.0,74.89,80.25,397.0
194,26161,Michigan,Washtenaw,10.375,Best,3,42.2532,-83.8388,1,17,367627,18.69,13.37,$70509.00,44688,12.16,1484,0.4,34405,9.36,214,0.06,17461,4.75,258514,70.32,50.44,56706.0,16.45,81.59,2844.0
195,26139,Michigan,Ottawa,11.125,Best,4,42.9598,-85.9961,0,23,286383,24.18,14.59,$68816.00,4434,1.55,1674,0.58,8510,2.97,142,0.05,27790,9.7,240353,83.93,50.67,53593.0,20.32,81.86,2032.0
196,26037,Michigan,Clinton,11.75,Best,5,42.9437,-84.6015,0,0,78443,22.49,16.34,$66003.00,1415,1.8,415,0.53,1264,1.61,37,0.05,3536,4.51,70512,89.89,50.46,39897.0,52.93,81.11,696.0
197,26035,Michigan,Clare,74.0,Worst,6,43.9879,-84.8478,0,0,30653,19.75,23.5,$36661.00,203,0.66,264,0.86,97,0.32,11,0.04,605,1.97,29056,94.79,50.05,21847.0,70.64,75.05,666.0
198,26163,Michigan,Wayne,80.75,Worst,7,42.2819,-83.2821,1,6,1753616,23.73,15.12,$45182.00,675436,38.52,8391,0.48,59339,3.38,355,0.02,103699,5.91,869996,49.61,51.86,12664.0,0.7,75.3,28927.0
199,26135,Michigan,Oscoda,71.0,Worst,8,44.6818,-84.1298,0,0,8287,19.4,26.79,$39253.00,29,0.35,78,0.94,15,0.18,5,0.06,131,1.58,7909,95.44,49.09,8640.0,100.0,74.8,177.0
200,26085,Michigan,Lake,70.625,Worst,9,43.9901,-85.8016,0,1,12013,16.14,27.45,$35005.00,1100,9.16,121,1.01,35,0.29,1,0.01,319,2.66,10157,84.55,48.54,11539.0,100.0,78.03,226.0
201,26049,Michigan,Genesee,72.5,Worst,10,43.0217,-83.7067,0,7,407385,22.74,17.02,$46457.00,81595,20.03,2343,0.58,4234,1.04,99,0.02,13900,3.41,295712,72.59,51.78,71342.0,16.76,75.54,6750.0
202,27103,Minnesota,Nicollet,9.875,Best,1,44.3499,-94.2474,0,4,33966,22.04,15.8,$66944.00,1114,3.28,169,0.5,571,1.68,10,0.03,1522,4.48,30157,88.79,49.49,8369.0,25.57,83.15,237.0
203,27109,Minnesota,Olmsted,11.25,Best,2,44.0038,-92.4018,0,35,154930,24.49,15.01,$77110.00,9142,5.9,585,0.38,10005,6.46,120,0.08,7807,5.04,124451,80.33,51.18,23935.0,16.59,82.83,1109.0
204,27019,Minnesota,Carver,12.5,Best,3,44.8208,-93.8026,1,10,102119,27.07,11.47,$102511.00,1861,1.82,322,0.32,3182,3.12,43,0.04,4314,4.22,90907,89.02,50.37,17141.0,18.83,83.08,562.0
205,27163,Minnesota,Washington,12.75,Best,4,45.0387,-92.8839,0,78,256348,24.68,14.39,$92582.00,11653,4.55,1348,0.53,15381,6.0,203,0.08,10703,4.18,212040,82.72,50.52,34454.0,14.47,82.2,1854.0
206,27149,Minnesota,Stevens,13.625,Best,5,45.5861,-96.0003,0,0,9634,20.6,17.31,$59406.00,89,0.92,153,1.59,191,1.98,5,0.05,570,5.92,8470,87.92,50.08,4603.0,47.33,83.51,68.0
207,27095,Minnesota,Mille Lacs,76.125,Worst,6,45.938,-93.6301,0,12,25872,24.26,17.9,$53273.00,151,0.58,1602,6.19,144,0.56,11,0.04,623,2.41,23021,88.98,49.7,18483.0,70.82,77.22,357.0
208,27021,Minnesota,Cass,77.75,Worst,7,46.9496,-94.3254,0,51,29355,21.45,25.12,$51884.00,120,0.41,3697,12.59,118,0.4,7,0.02,617,2.1,24344,82.93,48.97,28567.0,100.0,77.23,478.0
209,27159,Minnesota,Wadena,78.625,Worst,8,46.5858,-94.9694,0,9,13669,25.25,21.1,$45716.00,161,1.18,98,0.72,53,0.39,0,0.0,250,1.83,12899,94.37,50.48,9273.0,66.99,74.96,234.0
210,27087,Minnesota,Mahnomen,79.25,Worst,9,47.3253,-95.809,0,3,5596,31.65,17.23,$43591.00,23,0.41,2443,43.66,7,0.13,1,0.02,245,4.38,2531,45.23,49.73,5413.0,100.0,72.66,111.0
211,27115,Minnesota,Pine,79.5,Worst,10,46.1207,-92.7413,0,31,29203,19.91,20.04,$52226.00,587,2.01,1024,3.51,195,0.67,7,0.02,835,2.86,26090,89.34,46.55,26567.0,89.3,78.48,413.0
212,28073,Mississippi,Lamar,6.25,Best,1,31.206,-89.5087,0,0,61374,24.93,13.33,$57125.00,12361,20.14,199,0.32,876,1.43,55,0.09,1621,2.64,45593,74.29,51.89,28027.0,50.36,77.94,701.0
213,28121,Mississippi,Rankin,9.375,Best,2,32.2641,-89.9458,0,0,152080,23.48,14.91,$65504.00,31160,20.49,342,0.22,2066,1.36,131,0.09,4180,2.75,112753,74.14,51.81,48018.0,33.91,78.97,1832.0
214,28071,Mississippi,Lafayette,10.5,Best,3,34.3567,-89.4849,0,0,54374,18.11,11.97,$47899.00,12827,23.59,187,0.34,1163,2.14,49,0.09,1396,2.57,38243,70.33,51.42,21583.0,45.58,77.21,559.0
215,28089,Mississippi,Madison,11.625,Best,4,32.6347,-90.0337,0,1,104618,25.1,12.66,$69820.00,39720,37.97,354,0.34,2861,2.73,81,0.08,3109,2.97,57994,55.43,52.11,26639.0,27.98,76.62,1232.0
216,28033,Mississippi,DeSoto,11.75,Best,5,34.8754,-89.9918,0,0,178751,25.89,12.63,$66125.00,49344,27.6,551,0.31,2684,1.5,133,0.07,8575,4.8,115340,64.53,51.74,32942.0,20.43,76.91,2220.0
217,28119,Mississippi,Quitman,76.125,Worst,6,34.2514,-90.2891,0,0,7269,23.41,16.74,$26740.00,5120,70.44,22,0.3,18,0.25,3,0.04,113,1.55,1914,26.33,53.18,4687.0,57.0,70.88,170.0
