FIPS,Lifespan_Rank,Life_Quality_Rank,Health_Behaviors_Rank,Clinical_Care_Rank,Social_Economic_Factors_Rank,Physical_Environment_Rank,Lyme_Disease_Incidence_Reported,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African_American(Count),African_American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White_(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
27005,63,68,77,49,61,84,16.0,34098.0,24.49,20.19,545.02,206.0,0.6,2695.0,7.9,164.0,0.48,12.0,0.04,707.0,2.07,29455.0,86.38,50.23,24531.0,75.47,79.19,404.0
27007,81,84,86,65,85,26,40.0,46513.0,25.32,15.56,473.36,347.0,0.75,10187.0,21.9,334.0,0.72,18.0,0.04,1086.0,2.33,33572.0,72.18,50.16,29816.0,67.09,77.86,539.0
27009,39,64,63,52,42,67,11.0,39937.0,25.44,13.73,585.72,1532.0,3.84,253.0,0.63,486.0,1.22,6.0,0.02,952.0,2.38,36026.0,90.21,50.02,15385.0,40.01,79.63,370.0
27011,19,43,36,45,53,17,0.0,5026.0,21.01,25.55,485.53,22.0,0.44,34.0,0.68,15.0,0.3,0.0,0.0,87.0,1.73,4832.0,96.14,50.34,5269.0,100.0,81.1,57.0
27013,38,76,78,18,31,74,5.0,66973.0,19.81,13.45,561.37,2677.0,4.0,257.0,0.38,1573.0,2.35,45.0,0.07,2405.0,3.59,58908.0,87.96,49.5,17215.0,26.89,80.63,538.0
27015,17,17,12,2,24,36,0.0,25194.0,22.1,20.66,577.42,119.0,0.47,71.0,0.28,199.0,0.79,7.0,0.03,1124.0,4.46,23497.0,93.26,50.23,9047.0,34.94,81.5,217.0
27017,67,74,71,62,52,62,20.0,35498.0,22.58,17.02,607.4,565.0,1.59,2122.0,5.98,175.0,0.49,7.0,0.02,615.0,1.73,31305.0,88.19,47.76,19521.0,55.17,78.03,438.0
27019,2,2,1,31,1,61,10.0,102119.0,27.07,11.47,1025.11,1861.0,1.82,322.0,0.32,3182.0,3.12,43.0,0.04,4314.0,4.22,90907.0,89.02,50.37,17141.0,18.83,83.08,562.0
27021,85,85,83,78,84,38,51.0,29355.0,21.45,25.12,518.84,120.0,0.41,3697.0,12.59,118.0,0.4,7.0,0.02,617.0,2.1,24344.0,82.93,48.97,28567.0,100.0,77.23,478.0
27023,42,22,64,30,69,16,1.0,11980.0,23.64,21.02,600.39,94.0,0.78,146.0,1.22,96.0,0.8,155.0,1.29,861.0,7.19,10466.0,87.36,50.28,6263.0,50.34,79.79,133.0
27025,28,45,48,41,26,77,24.0,55308.0,23.04,14.98,821.18,752.0,1.36,392.0,0.71,628.0,1.14,23.0,0.04,1165.0,2.11,51639.0,93.37,48.32,29955.0,55.59,80.31,550.0
27027,56,65,51,32,35,40,5.0,63569.0,24.41,12.95,602.13,2038.0,3.21,1119.0,1.76,906.0,1.43,43.0,0.07,2875.0,4.52,55482.0,87.28,50.59,16472.0,27.92,79.67,597.0
27029,80,80,75,81,86,41,8.0,8878.0,24.78,20.39,481.15,57.0,0.64,835.0,9.41,26.0,0.29,2.0,0.02,212.0,2.39,7499.0,84.47,49.09,8695.0,100.0,77.34,130.0
27031,51,86,43,36,36,4,2.0,5398.0,15.89,27.36,511.46,48.0,0.89,447.0,8.28,46.0,0.85,2.0,0.04,135.0,2.5,4609.0,85.38,50.33,5176.0,100.0,82.86,64.0
27033,59,59,72,17,70,34,0.0,11295.0,24.1,22.83,489.76,102.0,0.9,91.0,0.81,438.0,3.88,35.0,0.31,869.0,7.69,9721.0,86.06,50.31,7278.0,62.27,80.83,121.0
27035,44,54,69,20,62,45,98.0,64424.0,21.82,21.97,540.65,451.0,0.7,653.0,1.01,347.0,0.54,26.0,0.04,997.0,1.55,61085.0,94.82,50.24,39210.0,62.74,80.19,750.0
27037,11,34,4,19,9,73,95.0,421751.0,24.55,13.61,810.04,27058.0,6.42,2495.0,0.59,21376.0,5.07,337.0,0.08,29905.0,7.09,331353.0,78.57,50.74,19652.0,4.93,82.36,3081.0
27039,14,3,25,34,6,49,0.0,20762.0,26.29,14.37,704.31,105.0,0.51,91.0,0.44,149.0,0.72,4.0,0.02,1062.0,5.12,19099.0,91.99,49.96,10398.0,51.76,80.97,188.0
27041,58,53,28,14,12,28,9.0,37575.0,21.41,22.27,628.09,197.0,0.52,154.0,0.41,186.0,0.5,17.0,0.05,661.0,1.76,36044.0,95.93,50.05,19026.0,52.84,80.02,412.0
27043,78,33,22,69,67,58,0.0,13784.0,21.99,22.71,459.63,64.0,0.46,109.0,0.79,56.0,0.41,4.0,0.03,945.0,6.86,12541.0,90.98,50.02,11296.0,77.62,78.37,201.0
27045,36,8,10,53,23,53,10.0,20980.0,24.44,20.58,561.65,98.0,0.47,43.0,0.2,123.0,0.59,3.0,0.01,354.0,1.69,20225.0,96.4,49.84,19464.0,93.28,80.98,187.0
27047,64,60,65,54,63,56,1.0,30535.0,21.95,21.96,521.17,351.0,1.15,153.0,0.5,709.0,2.32,52.0,0.17,2953.0,9.67,26057.0,85.33,50.07,13387.0,42.83,79.51,381.0
27049,27,15,50,29,28,72,23.0,46304.0,22.41,19.05,659.53,571.0,1.23,686.0,1.48,317.0,0.68,38.0,0.08,1582.0,3.42,42589.0,91.98,50.23,21726.0,47.04,80.74,468.0
27051,82,69,44,37,15,22,1.0,5941.0,22.74,23.28,509.43,34.0,0.57,28.0,0.47,21.0,0.35,8.0,0.13,147.0,2.47,5645.0,95.02,49.57,6018.0,100.0,79.44,71.0
27053,26,57,7,12,55,71,203.0,1252024.0,22.01,13.65,745.68,163943.0,13.09,13931.0,1.11,94913.0,7.58,717.0,0.06,87112.0,6.96,862428.0,68.88,50.52,25641.0,2.22,81.16,10395.0
27055,24,21,11,3,41,76,19.0,18660.0,21.71,20.71,555.58,125.0,0.67,42.0,0.23,104.0,0.56,3.0,0.02,215.0,1.15,17928.0,96.08,49.9,10920.0,57.39,81.99,165.0
27057,47,61,73,63,76,27,29.0,21018.0,21.01,24.88,561.29,89.0,0.42,535.0,2.55,125.0,0.59,16.0,0.08,457.0,2.17,19508.0,92.82,49.34,17030.0,83.37,81.06,245.0
27059,46,35,59,26,46,78,22.0,39582.0,23.82,15.45,705.94,304.0,0.77,224.0,0.57,436.0,1.1,21.0,0.05,819.0,2.07,37173.0,93.91,49.57,23546.0,62.26,80.12,395.0
27061,61,70,74,43,80,54,51.0,45137.0,20.93,22.74,499.34,200.0,0.44,1727.0,3.83,155.0,0.34,28.0,0.06,649.0,1.44,41444.0,91.82,49.47,35773.0,79.39,79.4,621.0
27063,21,62,34,21,11,37,1.0,9946.0,21.89,21.51,559.81,74.0,0.74,41.0,0.41,164.0,1.65,8.0,0.08,365.0,3.67,9209.0,92.59,48.76,7097.0,69.13,82.79,80.0
27065,76,67,84,58,78,59,6.0,16024.0,21.37,20.33,531.81,82.0,0.51,143.0,0.89,76.0,0.47,3.0,0.02,256.0,1.6,15190.0,94.8,49.31,12569.0,77.4,78.58,207.0
27067,29,40,18,27,60,46,5.0,42743.0,24.37,18.34,598.16,2209.0,5.17,227.0,0.53,391.0,0.91,45.0,0.11,5274.0,12.34,34389.0,80.46,49.72,18807.0,44.53,81.87,390.0
27069,51,14,52,83,27,2,4.0,4250.0,20.87,24.28,523.27,16.0,0.38,16.0,0.38,23.0,0.54,0.0,0.0,89.0,2.09,4077.0,95.93,49.53,4552.0,100.0,78.71,57.0
27071,40,83,62,70,83,5,1.0,12528.0,18.46,24.17,489.42,75.0,0.6,333.0,2.66,55.0,0.44,3.0,0.02,172.0,1.37,11694.0,93.34,49.82,6256.0,47.0,80.42,180.0
27073,12,6,24,64,21,3,0.0,6685.0,20.0,26.82,530.46,40.0,0.6,19.0,0.28,54.0,0.81,11.0,0.16,149.0,2.23,6353.0,95.03,49.84,7259.0,100.0,82.96,76.0
27075,72,51,17,25,18,32,6.0,10524.0,18.35,25.48,556.22,48.0,0.46,70.0,0.67,54.0,0.51,1.0,0.01,165.0,1.57,10040.0,95.4,48.57,7278.0,66.98,79.21,136.0
27077,51,44,53,86,59,6,2.0,3744.0,18.46,23.88,498.28,17.0,0.45,36.0,0.96,66.0,1.76,0.0,0.0,53.0,1.42,3464.0,92.52,48.58,4045.0,100.0,79.03,39.0
27079,37,10,40,40,40,86,3.0,28111.0,23.97,17.29,695.81,187.0,0.67,144.0,0.51,178.0,0.63,8.0,0.03,1681.0,5.98,25696.0,91.41,49.6,17220.0,62.16,80.6,250.0
27081,51,5,8,60,29,10,0.0,5678.0,23.53,24.46,512.78,14.0,0.25,21.0,0.37,30.0,0.53,3.0,0.05,116.0,2.04,5460.0,96.16,49.51,5896.0,100.0,81.02,65.0
27083,35,39,60,11,37,20,1.0,25831.0,25.11,15.24,552.55,879.0,3.4,192.0,0.74,1109.0,4.29,16.0,0.06,1680.0,6.5,21721.0,84.09,50.01,12393.0,47.93,80.57,231.0
27085,20,18,46,39,25,51,4.0,35884.0,23.28,18.36,618.22,209.0,0.58,178.0,0.5,278.0,0.77,27.0,0.08,2195.0,6.12,32737.0,91.23,50.08,17063.0,46.56,81.07,338.0
27087,87,87,87,79,87,33,3.0,5596.0,31.65,17.23,435.91,23.0,0.41,2443.0,43.66,7.0,0.13,1.0,0.02,245.0,4.38,2531.0,45.23,49.73,5413.0,100.0,72.66,111.0
27089,50,30,30,44,54,13,4.0,9356.0,22.84,20.84,563.3,35.0,0.37,85.0,0.91,40.0,0.43,4.0,0.04,413.0,4.41,8740.0,93.42,49.47,9439.0,100.0,82.8,94.0
27091,45,46,14,50,51,50,0.0,19850.0,21.73,23.04,538.05,104.0,0.52,100.0,0.5,139.0,0.7,7.0,0.04,872.0,4.39,18485.0,93.12,50.53,11262.0,54.04,80.1,247.0
27093,31,20,37,66,32,52,3.0,23131.0,24.45,19.54,560.68,142.0,0.61,75.0,0.32,105.0,0.45,19.0,0.08,942.0,4.07,21677.0,93.71,49.19,15266.0,65.52,80.97,222.0
27095,77,77,82,74,79,60,12.0,25872.0,24.26,17.9,532.73,151.0,0.58,1602.0,6.19,144.0,0.56,11.0,0.04,623.0,2.41,23021.0,88.98,49.7,18483.0,70.82,77.22,357.0
27097,33,32,57,68,68,39,21.0,33064.0,23.56,18.94,557.09,220.0,0.67,119.0,0.36,147.0,0.44,16.0,0.05,577.0,1.75,31675.0,95.8,49.47,24174.0,72.82,81.07,349.0
27099,30,71,56,42,66,65,5.0,39566.0,24.89,18.49,557.72,1344.0,3.4,268.0,0.68,1522.0,3.85,154.0,0.39,4517.0,11.42,31360.0,79.26,49.88,14060.0,35.9,80.6,380.0
27101,57,49,23,38,19,21,0.0,8346.0,21.95,24.96,606.82,30.0,0.36,36.0,0.43,102.0,1.22,20.0,0.24,331.0,3.97,7781.0,93.23,49.84,8725.0,100.0,80.99,91.0
27103,1,16,9,7,8,29,4.0,33966.0,22.04,15.8,669.44,1114.0,3.28,169.0,0.5,571.0,1.68,10.0,0.03,1522.0,4.48,30157.0,88.79,49.49,8369.0,25.57,83.15,237.0
27105,9,27,68,51,75,55,0.0,21944.0,26.66,16.21,499.35,1067.0,4.86,289.0,1.32,1513.0,6.89,33.0,0.15,6203.0,28.27,12918.0,58.87,48.37,8762.0,40.99,83.16,183.0
27107,84,82,70,56,65,15,1.0,6597.0,23.72,20.78,504.81,40.0,0.61,145.0,2.2,41.0,0.62,7.0,0.11,332.0,5.03,5907.0,89.54,49.34,6852.0,100.0,75.93,106.0
27109,10,23,5,1,13,24,35.0,154930.0,24.49,15.01,771.1,9142.0,5.9,585.0,0.38,10005.0,6.46,120.0,0.08,7807.0,5.04,124451.0,80.33,51.18,23935.0,16.59,82.83,1109.0
27111,41,29,20,59,48,25,20.0,58345.0,21.84,23.31,530.33,922.0,1.58,456.0,0.78,361.0,0.62,51.0,0.09,2021.0,3.46,53899.0,92.38,49.73,42169.0,73.59,80.75,671.0
27113,62,42,31,24,71,64,6.0,14238.0,22.92,17.66,560.15,200.0,1.4,264.0,1.85,132.0,0.93,3.0,0.02,530.0,3.72,12904.0,90.63,50.14,5047.0,36.23,80.31,148.0
27115,79,78,85,82,82,66,31.0,29203.0,19.91,20.04,522.26,587.0,2.01,1024.0,3.51,195.0,0.67,7.0,0.02,835.0,2.86,26090.0,89.34,46.55,26567.0,89.3,78.48,413.0
27117,70,19,45,48,44,35,1.0,9087.0,25.37,20.91,507.84,103.0,1.13,175.0,1.93,95.0,1.05,0.0,0.0,622.0,6.84,8012.0,88.17,51.33,5498.0,57.29,79.25,103.0
27119,71,63,79,46,57,83,7.0,31619.0,24.2,17.66,547.17,807.0,2.55,573.0,1.81,349.0,1.1,12.0,0.04,2096.0,6.63,27363.0,86.54,49.89,15318.0,48.47,78.35,377.0
27121,22,55,16,72,10,19,0.0,10970.0,21.02,23.66,599.03,43.0,0.39,47.0,0.43,62.0,0.57,3.0,0.03,158.0,1.44,10548.0,96.15,48.86,10995.0,100.0,82.04,112.0
27123,48,75,15,22,73,82,123.0,547974.0,23.32,14.07,619.24,64836.0,11.83,5221.0,0.95,83486.0,15.24,496.0,0.09,41431.0,7.56,338800.0,61.83,51.26,952.0,0.19,80.0,5107.0
27125,65,28,67,77,64,12,0.0,4030.0,24.59,20.22,517.85,22.0,0.55,92.0,2.28,10.0,0.25,4.0,0.1,149.0,3.7,3714.0,92.16,49.23,4089.0,100.0,86.28,43.0
27127,75,66,61,76,47,14,0.0,15272.0,24.51,21.16,539.85,87.0,0.57,724.0,4.74,404.0,2.65,8.0,0.05,521.0,3.41,13359.0,87.47,50.06,11101.0,69.13,78.79,175.0
27129,60,72,38,73,50,30,2.0,14645.0,23.06,20.48,547.58,81.0,0.55,221.0,1.51,134.0,0.91,5.0,0.03,1282.0,8.75,12833.0,87.63,49.01,15730.0,100.0,79.34,182.0
27131,13,41,29,23,58,48,6.0,65968.0,21.85,15.11,650.11,3277.0,4.97,454.0,0.69,1564.0,2.37,75.0,0.11,5320.0,8.06,54588.0,82.75,48.98,16635.0,25.93,81.16,522.0
27133,15,52,6,16,14,63,0.0,9490.0,25.79,19.55,600.41,81.0,0.85,73.0,0.77,81.0,0.85,1.0,0.01,299.0,3.15,8877.0,93.54,50.63,5067.0,52.31,80.83,89.0
27135,49,12,41,80,43,9,2.0,15327.0,24.32,16.71,587.42,89.0,0.58,274.0,1.79,435.0,2.84,4.0,0.03,208.0,1.36,14079.0,91.86,48.55,12866.0,82.32,80.39,136.0
27137,69,79,76,6,72,85,76.0,200000.0,19.09,18.78,530.13,3159.0,1.58,4711.0,2.36,2275.0,1.14,101.0,0.05,3401.0,1.7,182179.0,91.09,49.88,74313.0,37.11,78.77,2547.0
27139,4,9,3,28,4,68,17.0,145827.0,27.86,10.42,996.85,6183.0,4.24,1586.0,1.09,9402.0,6.45,150.0,0.1,7572.0,5.19,118444.0,81.22,50.16,22399.0,17.24,82.0,889.0
27141,16,4,13,35,7,70,40.0,94570.0,26.58,11.03,870.94,2387.0,2.52,555.0,0.59,1118.0,1.18,37.0,0.04,2397.0,2.53,86518.0,91.49,48.68,39110.0,44.19,80.67,699.0
27143,34,7,27,85,30,44,1.0,14869.0,23.98,17.96,593.78,96.0,0.65,63.0,0.42,92.0,0.62,7.0,0.05,1365.0,9.18,13123.0,88.26,49.83,15226.0,100.0,80.52,147.0
27145,23,58,35,13,33,42,27.0,157822.0,23.03,14.67,630.17,9543.0,6.05,637.0,0.4,3660.0,2.32,144.0,0.09,5386.0,3.41,136422.0,86.44,49.49,55637.0,36.93,82.2,1209.0
27147,18,50,19,5,34,75,6.0,36887.0,25.21,17.18,601.43,1195.0,3.24,164.0,0.44,395.0,1.07,18.0,0.05,2948.0,7.99,31823.0,86.27,50.3,11182.0,30.57,81.88,322.0
27149,6,26,32,10,2,18,0.0,9634.0,20.6,17.31,594.06,89.0,0.92,153.0,1.59,191.0,1.98,5.0,0.05,570.0,5.92,8470.0,87.92,50.08,4603.0,47.33,83.51,68.0
27151,74,25,80,57,49,11,2.0,9407.0,22.72,21.77,535.61,97.0,1.03,62.0,0.66,37.0,0.39,74.0,0.79,489.0,5.2,8543.0,90.82,49.67,6592.0,67.38,78.46,118.0
27153,32,37,81,87,56,31,8.0,24515.0,23.81,21.0,499.62,109.0,0.44,156.0,0.64,143.0,0.58,65.0,0.27,1446.0,5.9,22341.0,91.13,48.66,19515.0,78.39,81.82,253.0
27155,51,36,55,71,38,1,0.0,3319.0,20.55,25.28,506.92,20.0,0.6,197.0,5.94,6.0,0.18,2.0,0.06,95.0,2.86,2969.0,89.45,49.86,3558.0,100.0,77.16,41.0
27157,3,13,33,8,16,57,9.0,21608.0,21.86,21.22,633.74,133.0,0.62,80.0,0.37,129.0,0.6,3.0,0.01,612.0,2.83,20441.0,94.6,49.99,13990.0,64.54,82.58,210.0
27159,86,81,66,75,77,80,9.0,13669.0,25.25,21.1,457.16,161.0,1.18,98.0,0.72,53.0,0.39,0.0,0.0,250.0,1.83,12899.0,94.37,50.48,9273.0,66.99,74.96,234.0
27161,8,31,58,67,45,47,0.0,18787.0,23.52,17.57,592.46,421.0,2.24,147.0,0.78,164.0,0.87,7.0,0.04,1130.0,6.01,16715.0,88.97,51.99,9599.0,50.16,81.73,161.0
27163,7,1,2,4,3,81,78.0,256348.0,24.68,14.39,925.82,11653.0,4.55,1348.0,0.53,15381.0,6.0,203.0,0.08,10703.0,4.18,212040.0,82.72,50.52,34454.0,14.47,82.2,1854.0
27165,73,48,47,55,74,23,1.0,10840.0,24.29,20.11,506.78,76.0,0.7,145.0,1.34,140.0,1.29,5.0,0.05,2690.0,24.82,7839.0,72.32,50.45,6626.0,59.1,80.06,120.0
27167,66,38,26,9,20,8,0.0,6324.0,22.71,18.56,581.18,46.0,0.73,118.0,1.87,25.0,0.4,0.0,0.0,183.0,2.89,5888.0,93.11,48.5,3297.0,50.14,78.11,75.0
27169,43,47,49,15,22,87,20.0,50873.0,18.15,16.39,555.77,925.0,1.82,265.0,0.52,1365.0,2.68,7.0,0.01,1490.0,2.93,46309.0,91.03,50.39,17772.0,34.53,80.11,453.0
27171,5,11,21,33,5,69,27.0,134286.0,28.13,12.31,808.05,1729.0,1.29,580.0,0.43,1800.0,1.34,58.0,0.04,3978.0,2.96,124192.0,92.48,49.56,40537.0,32.51,81.47,952.0
27173,68,56,54,61,39,7,0.0,9867.0,23.53,19.91,535.96,51.0,0.52,389.0,3.94,58.0,0.59,8.0,0.08,482.0,4.88,8804.0,89.23,49.65,8436.0,80.82,79.7,122.0
28001,38,58,62,12,70,4,0.0,31003.0,20.59,18.41,310.44,16536.0,53.34,155.0,0.5,163.0,0.53,6.0,0.02,2780.0,8.97,11141.0,35.94,48.97,12023.0,37.23,74.45,620.0
28003,49,37,25,43,10,34,0.0,37210.0,23.27,17.86,395.28,4555.0,12.24,134.0,0.36,146.0,0.39,13.0,0.03,1202.0,3.23,30821.0,82.83,51.14,24588.0,66.35,73.32,740.0
28005,14,51,58,71,52,2,0.0,12447.0,20.6,22.62,354.22,5002.0,40.19,42.0,0.34,17.0,0.14,2.0,0.02,175.0,1.41,7134.0,57.32,51.52,13131.0,100.0,76.33,257.0
28007,71,48,30,16,47,15,0.0,18477.0,25.62,18.43,351.58,7925.0,42.89,62.0,0.34,86.0,0.47,4.0,0.02,389.0,2.11,9912.0,53.65,52.62,12581.0,64.31,71.92,396.0
28009,72,45,31,32,63,46,0.0,8312.0,21.66,18.78,357.97,2905.0,34.95,33.0,0.4,7.0,0.08,3.0,0.04,221.0,2.66,5049.0,60.74,50.7,8729.0,100.0,71.98,185.0
28011,62,72,65,38,62,60,0.0,31945.0,24.35,15.26,342.16,20295.0,63.53,58.0,0.18,304.0,0.95,17.0,0.05,679.0,2.13,10444.0,32.69,53.53,18423.0,53.96,71.87,715.0
28013,44,47,47,61,24,33,0.0,14492.0,23.72,18.47,358.86,4058.0,28.0,54.0,0.37,20.0,0.14,4.0,0.03,860.0,5.93,9360.0,64.59,51.87,14962.0,100.0,74.39,276.0
28015,10,14,10,48,31,50,0.0,10139.0,19.21,22.66,407.98,3326.0,32.8,24.0,0.24,24.0,0.24,0.0,0.0,172.0,1.7,6510.0,64.21,49.42,10597.0,100.0,78.19,165.0
28017,26,62,60,39,38,39,0.0,17146.0,24.81,16.77,372.31,7507.0,43.78,60.0,0.35,76.0,0.44,8.0,0.05,820.0,4.78,8539.0,49.8,51.06,14835.0,85.3,74.77,305.0
28019,28,39,17,35,43,30,0.0,8278.0,21.83,21.43,375.61,2441.0,29.49,25.0,0.3,44.0,0.53,3.0,0.04,140.0,1.69,5549.0,67.03,51.17,8547.0,100.0,74.99,158.0
28021,70,78,78,72,75,22,0.0,8950.0,21.3,15.91,285.18,7637.0,85.33,20.0,0.22,69.0,0.77,4.0,0.04,130.0,1.45,1022.0,11.42,52.7,9604.0,100.0,72.62,175.0
28023,65,23,3,51,34,28,0.0,15828.0,22.62,19.87,388.4,5450.0,34.43,80.0,0.51,29.0,0.18,1.0,0.01,177.0,1.12,10004.0,63.2,52.98,16732.0,100.0,72.33,350.0
28025,23,60,34,14,50,72,0.0,19640.0,23.05,17.98,360.44,11502.0,58.56,40.0,0.2,54.0,0.27,1.0,0.01,273.0,1.39,7649.0,38.95,53.23,11461.0,55.54,74.86,351.0
28027,76,76,72,23,74,75,0.0,23154.0,27.19,14.87,289.21,17667.0,76.3,34.0,0.15,123.0,0.53,11.0,0.05,357.0,1.54,4864.0,21.01,53.78,8368.0,32.0,71.32,509.0
28029,45,66,53,22,53,44,0.0,28516.0,23.3,17.09,391.07,14648.0,51.37,76.0,0.27,104.0,0.36,5.0,0.02,899.0,3.15,12535.0,43.96,51.93,19312.0,65.58,73.88,555.0
28031,42,53,40,28,36,14,0.0,19079.0,24.88,16.38,396.44,6801.0,35.65,40.0,0.21,77.0,0.4,8.0,0.04,458.0,2.4,11507.0,60.31,51.54,19568.0,100.0,72.68,376.0
28033,5,2,7,7,2,64,0.0,178751.0,25.89,12.63,661.25,49344.0,27.6,551.0,0.31,2684.0,1.5,133.0,0.07,8575.0,4.8,115340.0,64.53,51.74,32942.0,20.43,76.91,2220.0
28035,27,25,15,18,17,40,0.0,75471.0,23.07,13.36,393.94,28419.0,37.66,262.0,0.35,856.0,1.13,70.0,0.09,2159.0,2.86,42850.0,56.78,52.49,22207.0,29.64,74.41,1221.0
28037,41,13,24,19,49,1,0.0,7765.0,23.46,19.16,383.7,2661.0,34.27,21.0,0.27,8.0,0.1,2.0,0.03,85.0,1.09,4907.0,63.19,51.0,8118.0,100.0,75.17,136.0
28039,53,5,26,54,37,10,0.0,24094.0,26.77,14.48,511.85,1844.0,7.65,119.0,0.49,225.0,0.93,2.0,0.01,741.0,3.08,20958.0,86.98,49.71,19942.0,88.32,72.05,454.0
28041,25,3,23,78,44,7,0.0,13345.0,19.66,14.9,443.37,3283.0,24.6,46.0,0.34,22.0,0.16,1.0,0.01,167.0,1.25,9724.0,72.87,42.68,14400.0,100.0,73.75,251.0
28043,50,33,37,21,35,26,0.0,21087.0,23.71,17.61,388.27,8957.0,42.48,55.0,0.26,103.0,0.49,5.0,0.02,290.0,1.38,11505.0,54.56,52.43,11425.0,52.15,72.76,443.0
28045,11,6,22,30,23,76,0.0,47053.0,21.16,19.12,455.35,3707.0,7.88,309.0,0.66,430.0,0.91,36.0,0.08,1825.0,3.88,39926.0,84.85,51.12,18696.0,42.56,76.02,846.0
28047,21,24,35,27,21,31,1.0,205027.0,24.09,14.49,467.09,51127.0,24.94,1009.0,0.49,6071.0,2.96,256.0,0.12,11163.0,5.44,130672.0,63.73,50.88,42744.0,22.84,75.09,3358.0
28049,37,55,38,9,45,81,0.0,239497.0,24.53,13.58,440.76,172939.0,72.21,322.0,0.13,1936.0,0.81,57.0,0.02,3722.0,1.55,58540.0,24.44,53.31,37471.0,15.28,75.29,3756.0
28051,75,79,81,37,81,37,0.0,17739.0,25.82,14.66,247.83,14583.0,82.21,30.0,0.17,46.0,0.26,1.0,0.01,192.0,1.08,2764.0,15.58,52.22,16673.0,86.85,71.49,373.0
28053,34,77,79,60,76,36,0.0,8342.0,26.37,16.79,264.89,6238.0,74.78,18.0,0.22,27.0,0.32,5.0,0.06,269.0,3.22,1732.0,20.76,52.69,4673.0,49.85,74.12,160.0
28057,15,12,9,24,8,32,0.0,23508.0,22.01,17.45,457.18,1593.0,6.78,77.0,0.33,130.0,0.55,2.0,0.01,383.0,1.63,21123.0,89.85,50.72,20184.0,86.25,74.78,427.0
28059,7,8,5,15,13,51,0.0,142152.0,23.56,15.43,496.99,30195.0,21.24,659.0,0.46,3403.0,2.39,120.0,0.08,9211.0,6.48,96292.0,67.74,50.79,38074.0,27.26,76.32,2116.0
28061,35,35,49,56,48,53,0.0,16582.0,22.62,19.67,359.16,8774.0,52.91,39.0,0.24,22.0,0.13,10.0,0.06,208.0,1.25,7417.0,44.73,51.65,17062.0,100.0,75.18,298.0
28063,74,80,80,75,80,9,0.0,7262.0,22.76,16.19,279.25,6175.0,85.03,18.0,0.25,9.0,0.12,2.0,0.03,60.0,0.83,952.0,13.11,50.81,7726.0,100.0,72.1,160.0
28065,66,73,67,47,67,78,0.0,11314.0,20.13,21.96,280.43,6725.0,59.44,33.0,0.29,34.0,0.3,5.0,0.04,164.0,1.45,4275.0,37.79,52.7,12487.0,100.0,72.91,254.0
28067,36,30,33,34,22,54,0.0,67930.0,25.35,16.64,394.59,19776.0,29.11,467.0,0.69,354.0,0.52,29.0,0.04,2986.0,4.4,43963.0,64.72,51.36,41630.0,61.44,74.36,1180.0
28069,59,70,63,77,64,25,1.0,9883.0,19.08,20.11,320.26,5968.0,60.39,352.0,3.56,20.0,0.2,0.0,0.0,96.0,0.97,3379.0,34.19,50.32,10456.0,100.0,76.02,178.0
28071,3,9,4,4,5,49,0.0,54374.0,18.11,11.97,478.99,12827.0,23.59,187.0,0.34,1163.0,2.14,49.0,0.09,1396.0,2.57,38243.0,70.33,51.42,21583.0,45.58,77.21,559.0
28073,4,7,6,2,4,20,0.0,61374.0,24.93,13.33,571.25,12361.0,20.14,199.0,0.32,876.0,1.43,55.0,0.09,1621.0,2.64,45593.0,74.29,51.89,28027.0,50.36,77.94,701.0
28075,30,41,32,6,29,41,0.0,76155.0,23.65,16.82,435.38,32939.0,43.25,248.0,0.33,623.0,0.82,50.0,0.07,1710.0,2.25,40043.0,52.58,51.54,38730.0,48.26,75.18,1289.0
28077,63,27,51,68,39,38,0.0,12643.0,24.47,17.49,384.46,4038.0,31.94,35.0,0.28,54.0,0.43,2.0,0.02,251.0,1.99,8186.0,64.75,51.39,12929.0,100.0,72.49,260.0
28079,22,52,70,62,57,35,0.0,22715.0,26.13,15.93,360.31,9458.0,41.64,1503.0,6.62,101.0,0.44,2.0,0.01,1091.0,4.8,10645.0,46.86,48.3,19327.0,81.19,75.63,371.0
28081,19,21,18,3,7,68,0.0,84933.0,25.47,14.46,515.59,25146.0,29.61,224.0,0.26,770.0,0.91,20.0,0.02,2239.0,2.64,55578.0,65.44,52.13,37612.0,45.36,74.67,1370.0
28083,67,74,68,13,79,69,0.0,29223.0,27.55,13.92,255.69,21595.0,73.9,138.0,0.47,190.0,0.65,3.0,0.01,776.0,2.66,6463.0,22.12,53.27,5714.0,17.68,71.54,583.0
28085,54,29,56,17,19,29,0.0,34347.0,23.83,16.8,408.98,10367.0,30.18,86.0,0.25,131.0,0.38,11.0,0.03,356.0,1.04,23110.0,67.28,52.41,24234.0,69.5,73.18,650.0
