FIPS,Lifespan_Rank,Life_Quality_Rank,Health_Behaviors_Rank,Clinical_Care_Rank,Social_Economic_Factors_Rank,Physical_Environment_Rank,Lyme_Disease_Incidence_Reported,Population,%<18_Yrs_Old,%65_Yrs_Old_and_over,Income($),African_American(Count),African_American(%),American_Indian/Alaskan_Native(Count),American_Indian/Alaskan_Native(%),Asian(Count),Asian(%),Native_Hawaiian/Other_Pacific_Islander(Count),Native_Hawaiian/Other_Pacific_Islander(%),Hispanic(Count),Hispanic(%),Non-Hispanic_White_(Count),Non-Hispanic_White(%),Female(%),Rural(Count),Rural(%),Life_Expectancy,Deaths(Count)
12031,50,37,40,19,36,26,3.0,937934.0,22.58,13.67,521.05,275892.0,29.41,4250.0,0.45,47083.0,5.02,1117.0,0.12,90569.0,9.66,498761.0,53.18,51.54,25163.0,2.91,76.48,13287.0
12033,53,44,30,25,34,40,5.0,313512.0,20.96,16.48,482.89,71278.0,22.74,2839.0,0.91,10581.0,3.37,563.0,0.18,17706.0,5.65,201875.0,64.39,50.5,24709.0,8.3,75.91,5054.0
12035,23,7,11,23,33,18,1.0,110510.0,17.27,30.05,527.13,11208.0,10.14,452.0,0.41,2820.0,2.55,103.0,0.09,11546.0,10.45,82735.0,74.87,51.83,9877.0,10.32,80.05,1594.0
12037,41,35,53,45,43,53,0.0,11727.0,15.99,22.84,401.58,1540.0,13.13,94.0,0.8,54.0,0.46,8.0,0.07,622.0,5.3,9219.0,78.61,43.27,7858.0,68.04,76.89,205.0
12039,51,66,58,46,65,65,0.0,46071.0,21.97,17.16,380.84,25472.0,55.29,253.0,0.55,322.0,0.7,64.0,0.14,4777.0,10.37,15000.0,32.56,52.43,30329.0,65.38,76.64,762.0
12041,25,38,48,58,25,5,0.0,17743.0,20.55,20.41,428.8,908.0,5.12,118.0,0.67,109.0,0.61,20.0,0.11,1050.0,5.92,15318.0,86.33,48.77,14215.0,83.92,78.18,270.0
12043,52,40,49,67,53,2,0.0,13754.0,15.49,27.06,428.65,1776.0,12.91,719.0,5.23,87.0,0.63,14.0,0.1,2849.0,20.71,8365.0,60.82,44.27,9101.0,70.64,83.42,193.0
12045,42,19,42,36,17,32,0.0,16160.0,15.56,20.73,441.35,2752.0,17.03,91.0,0.56,91.0,0.56,4.0,0.02,735.0,4.55,12225.0,75.65,41.4,12228.0,77.09,76.39,280.0
12047,61,59,67,55,64,19,0.0,14184.0,19.61,17.66,352.62,4595.0,32.4,143.0,1.01,114.0,0.8,2.0,0.01,1368.0,9.64,7811.0,55.07,42.55,9395.0,63.48,75.4,263.0
12049,11,47,52,60,63,14,0.0,27411.0,26.4,16.09,400.56,1809.0,6.6,321.0,1.17,317.0,1.16,25.0,0.09,11989.0,43.74,12866.0,46.94,47.2,13258.0,47.81,79.96,312.0
12051,32,30,36,65,67,11,0.0,40347.0,27.15,13.29,383.61,4486.0,11.12,846.0,2.1,405.0,1.0,79.0,0.2,21468.0,53.21,13202.0,32.72,47.39,14831.0,37.89,78.79,496.0
12053,39,42,23,31,41,21,3.0,186553.0,18.48,27.59,447.1,9482.0,5.08,868.0,0.47,2620.0,1.4,169.0,0.09,24827.0,13.31,146071.0,78.3,51.98,33476.0,19.38,77.32,3244.0
12055,37,39,27,41,61,22,3.0,102883.0,17.38,34.79,374.45,9924.0,9.65,678.0,0.66,1586.0,1.54,105.0,0.1,20375.0,19.8,69299.0,67.36,51.32,20810.0,21.07,79.05,1745.0
12057,15,29,20,28,15,41,5.0,1408566.0,22.83,14.02,547.41,223975.0,15.9,7388.0,0.52,60749.0,4.31,1855.0,0.13,402797.0,28.6,690933.0,49.05,51.21,43181.0,3.51,79.13,15412.0
12059,40,50,47,35,56,57,0.0,19558.0,20.0,19.72,406.57,1316.0,6.73,189.0,0.97,113.0,0.58,33.0,0.17,559.0,2.86,16928.0,86.55,46.77,15697.0,78.77,75.36,381.0
12061,17,25,17,7,31,3,16.0,154383.0,16.37,32.24,517.97,13921.0,9.02,683.0,0.44,2369.0,1.53,74.0,0.05,19285.0,12.49,116491.0,75.46,52.11,6857.0,4.97,81.02,2010.0
12063,56,60,63,39,48,63,0.0,48330.0,18.81,19.08,415.24,12789.0,26.46,411.0,0.85,346.0,0.72,135.0,0.28,2322.0,4.8,31601.0,65.39,44.86,37490.0,75.36,75.1,936.0
12065,43,48,29,52,59,60,0.0,14144.0,17.47,22.79,481.63,4844.0,34.25,56.0,0.4,89.0,0.63,6.0,0.04,567.0,4.01,8410.0,59.46,47.74,14761.0,100.0,76.84,260.0
12067,38,45,50,62,22,27,0.0,8451.0,20.15,16.1,415.49,1139.0,13.48,70.0,0.83,23.0,0.27,10.0,0.12,1088.0,12.87,6056.0,71.66,41.76,8870.0,100.0,77.08,118.0
12069,27,20,24,4,28,56,3.0,346017.0,19.38,26.52,514.29,35259.0,10.19,2154.0,0.62,7840.0,2.27,598.0,0.17,53353.0,15.42,242762.0,70.16,51.6,57194.0,19.25,78.98,4966.0
12071,18,12,9,14,32,46,16.0,739224.0,17.9,27.99,541.98,59805.0,8.09,3674.0,0.5,12720.0,1.72,843.0,0.11,156821.0,21.21,499230.0,67.53,51.03,36013.0,5.82,82.11,8735.0
12073,5,32,32,5,8,64,1.0,290292.0,18.69,12.91,517.16,90010.0,31.01,984.0,0.34,10520.0,3.62,208.0,0.07,18690.0,6.44,164492.0,56.66,52.47,33911.0,12.31,79.93,2707.0
12075,62,57,43,56,55,48,0.0,40355.0,19.66,24.46,372.72,3660.0,9.07,283.0,0.7,302.0,0.75,38.0,0.09,3344.0,8.29,32207.0,79.81,51.15,37557.0,92.05,74.92,864.0
12077,7,33,60,57,40,12,0.0,8242.0,18.09,14.46,413.08,1521.0,18.45,102.0,1.24,35.0,0.42,2.0,0.02,546.0,6.62,5949.0,72.18,38.8,8365.0,100.0,78.55,95.0
12079,47,65,46,50,62,55,0.0,18449.0,19.05,20.0,372.56,6937.0,37.6,135.0,0.73,86.0,0.47,5.0,0.03,1029.0,5.58,10054.0,54.5,46.96,15381.0,80.01,75.99,335.0
12081,30,8,15,22,26,17,2.0,385571.0,18.58,26.83,551.89,32788.0,8.5,2021.0,0.52,8405.0,2.18,344.0,0.09,62754.0,16.28,275460.0,71.44,51.65,18693.0,5.79,80.83,5039.0
12083,59,41,33,18,51,43,5.0,354353.0,18.77,28.63,437.72,44368.0,12.52,1845.0,0.52,6285.0,1.77,300.0,0.08,46672.0,13.17,250181.0,70.6,52.02,102796.0,31.03,76.56,6291.0
12085,10,3,7,15,13,29,4.0,159923.0,16.49,30.44,583.44,8244.0,5.15,1527.0,0.95,2268.0,1.42,286.0,0.18,22006.0,13.76,125308.0,78.36,50.56,12403.0,8.48,82.08,1869.0
12086,2,16,3,59,47,50,6.0,2751796.0,20.27,15.95,497.58,436492.0,15.86,7708.0,0.28,45227.0,1.64,1296.0,0.05,1887267.0,68.58,364191.0,13.23,51.45,10095.0,0.4,82.07,24195.0
12087,28,4,12,34,10,7,0.0,77013.0,15.28,21.68,630.09,4765.0,6.19,381.0,0.49,1061.0,1.38,88.0,0.11,18878.0,24.51,50942.0,66.15,47.95,6369.0,8.71,79.54,1230.0
12089,44,24,16,10,5,35,1.0,82721.0,19.9,21.6,705.9,4788.0,5.79,431.0,0.52,793.0,0.96,66.0,0.08,3473.0,4.2,72140.0,87.21,50.79,35298.0,48.15,77.36,1338.0
12091,24,14,34,8,3,44,3.0,202970.0,22.2,15.7,607.98,19399.0,9.56,1446.0,0.71,6509.0,3.21,464.0,0.23,18697.0,9.21,149799.0,73.8,49.3,21878.0,12.1,77.98,2564.0
12093,54,55,61,66,50,28,0.0,41605.0,21.25,20.54,425.24,3489.0,8.39,643.0,1.55,427.0,1.03,55.0,0.13,10518.0,25.28,26396.0,63.44,46.23,14618.0,36.55,76.5,729.0
12095,6,26,13,27,12,49,3.0,1348975.0,22.39,11.68,540.21,274728.0,20.37,7647.0,0.57,77394.0,5.74,2621.0,0.19,423707.0,31.41,546490.0,40.51,50.89,23402.0,2.04,80.33,11918.0
12097,9,49,19,47,20,67,4.0,352180.0,24.63,12.94,492.84,33650.0,9.55,2932.0,0.83,10516.0,2.99,937.0,0.27,189156.0,53.71,113582.0,32.25,50.78,21014.0,7.82,80.01,3432.0
12099,14,15,5,6,18,30,18.0,1471150.0,19.25,23.57,600.59,272596.0,18.53,8651.0,0.59,42179.0,2.87,1616.0,0.11,328182.0,22.31,806842.0,54.84,51.54,13763.0,1.04,82.09,15375.0
12101,35,36,38,29,27,25,4.0,525643.0,20.4,22.52,512.47,28142.0,5.35,2429.0,0.46,13656.0,2.6,546.0,0.1,79465.0,15.12,393333.0,74.83,51.39,43990.0,9.47,78.04,8208.0
12103,26,21,21,13,16,6,19.0,970637.0,16.47,24.24,514.88,101797.0,10.49,3802.0,0.39,34574.0,3.56,1109.0,0.11,93951.0,9.68,719949.0,74.17,52.0,2603.0,0.28,79.19,14663.0
12105,31,28,31,38,44,58,1.0,686483.0,22.33,20.14,483.28,100794.0,14.68,4589.0,0.67,13257.0,1.93,782.0,0.11,153112.0,22.3,406769.0,59.25,50.96,81346.0,13.51,78.33,9598.0
12107,66,67,64,49,66,61,0.0,73464.0,21.65,22.54,343.9,11573.0,15.75,505.0,0.69,490.0,0.67,102.0,0.14,7459.0,10.15,52488.0,71.45,50.57,41765.0,56.16,74.51,1540.0
12109,3,1,6,2,1,52,4.0,243812.0,21.9,19.79,770.22,12646.0,5.19,757.0,0.31,7438.0,3.05,214.0,0.09,16870.0,6.92,202004.0,82.85,51.16,45179.0,23.77,81.39,2498.0
12111,20,22,25,44,35,39,2.0,313506.0,20.09,23.61,499.95,61453.0,19.6,1612.0,0.51,6202.0,1.98,330.0,0.11,59626.0,19.02,180096.0,57.45,51.1,9326.0,3.36,80.2,4142.0
12113,13,11,37,24,4,45,0.0,174272.0,22.15,15.64,654.34,10629.0,6.1,1553.0,0.89,3778.0,2.17,309.0,0.18,9668.0,5.55,143835.0,82.53,49.01,31772.0,20.99,78.35,2196.0
12115,19,5,4,3,9,47,6.0,419119.0,14.39,36.1,584.23,18364.0,4.38,1326.0,0.32,7284.0,1.74,265.0,0.06,38272.0,9.13,349199.0,83.32,52.32,16394.0,4.32,81.62,5449.0
12117,4,9,10,16,2,51,4.0,462659.0,21.2,15.12,638.65,52185.0,11.28,2000.0,0.43,21590.0,4.67,611.0,0.13,98817.0,21.36,280193.0,60.56,51.66,13348.0,3.16,80.61,4569.0
12119,33,6,2,9,57,16,3.0,125165.0,7.16,56.94,579.31,8867.0,7.08,516.0,0.41,1153.0,0.92,80.0,0.06,7105.0,5.68,106645.0,85.2,50.01,32664.0,34.96,80.82,1968.0
12121,48,58,54,63,42,20,0.0,44190.0,21.02,20.94,441.44,5739.0,12.99,313.0,0.71,278.0,0.63,36.0,0.08,4075.0,9.22,33318.0,75.4,48.05,34557.0,83.17,75.68,834.0
12123,55,56,57,40,52,10,0.0,21833.0,19.97,19.73,415.57,4251.0,19.47,207.0,0.95,198.0,0.91,11.0,0.05,931.0,4.26,15858.0,72.63,45.22,15637.0,69.28,75.89,426.0
12125,67,63,66,51,37,15,0.0,15517.0,18.71,14.18,473.73,3534.0,22.78,76.0,0.49,106.0,0.68,6.0,0.04,877.0,5.65,10703.0,68.98,34.51,10478.0,67.45,67.96,525.0
12127,46,43,26,17,39,42,2.0,538692.0,17.81,24.1,469.11,56137.0,10.42,2467.0,0.46,10736.0,1.99,416.0,0.08,74582.0,13.85,386980.0,71.84,51.3,49179.0,9.94,77.01,9313.0
12129,22,10,51,42,7,66,1.0,32120.0,21.43,15.11,557.17,4223.0,13.15,248.0,0.77,229.0,0.71,28.0,0.09,1184.0,3.69,25669.0,79.92,45.94,18982.0,61.68,76.88,453.0
12131,16,23,41,43,24,54,0.0,68376.0,20.38,19.79,529.22,3540.0,5.18,565.0,0.83,926.0,1.35,119.0,0.17,4290.0,6.27,57544.0,84.16,49.36,34746.0,63.13,79.15,942.0
12133,57,46,56,53,45,62,0.0,24567.0,19.84,17.56,360.52,3580.0,14.57,357.0,1.45,148.0,0.6,27.0,0.11,939.0,3.82,19067.0,77.61,45.78,21050.0,84.55,74.11,497.0
13001,118,91,129,152,101,16,0.0,18521.0,24.79,17.27,408.62,3444.0,18.6,107.0,0.58,146.0,0.79,38.0,0.21,1900.0,10.26,12789.0,69.05,50.06,13028.0,71.44,74.55,359.0
13003,122,112,151,159,98,32,0.0,8342.0,27.31,14.24,348.21,1343.0,16.1,125.0,1.5,76.0,0.91,89.0,1.07,2070.0,24.81,4739.0,56.81,49.46,8375.0,100.0,73.46,152.0
13005,142,74,95,153,99,8,0.0,11319.0,25.89,15.43,384.17,1816.0,16.04,40.0,0.35,68.0,0.6,19.0,0.17,1008.0,8.91,8249.0,72.88,50.91,7688.0,69.29,72.58,237.0
13007,81,100,88,136,126,62,0.0,3200.0,19.84,21.94,372.86,1427.0,44.59,15.0,0.47,35.0,1.09,2.0,0.06,182.0,5.69,1514.0,47.31,51.25,3451.0,100.0,76.23,64.0
13009,90,142,130,58,115,157,0.0,44906.0,19.18,15.59,403.58,18950.0,42.2,155.0,0.35,772.0,1.72,35.0,0.08,1024.0,2.28,23519.0,52.37,49.35,16066.0,35.14,75.24,711.0
13011,88,46,40,139,22,130,0.0,18634.0,22.26,17.09,494.81,468.0,2.51,121.0,0.65,224.0,1.2,23.0,0.12,1238.0,6.64,16414.0,88.09,49.22,17260.0,93.83,76.07,291.0
13013,49,26,63,111,26,155,0.0,79061.0,26.44,12.12,600.28,9198.0,11.63,404.0,0.51,3001.0,3.8,73.0,0.09,8674.0,10.97,56565.0,71.55,50.82,20853.0,30.06,76.66,1048.0
13015,42,30,91,71,41,94,0.0,105054.0,24.51,13.61,550.67,11331.0,10.79,604.0,0.57,1121.0,1.07,105.0,0.1,9058.0,8.62,81444.0,77.53,50.77,35283.0,35.23,76.95,1450.0
13017,126,153,156,92,152,86,0.0,16996.0,25.35,16.77,323.7,6038.0,35.53,105.0,0.62,147.0,0.86,13.0,0.08,1046.0,6.15,9523.0,56.03,52.41,5996.0,34.0,73.33,340.0
13019,117,122,132,117,84,37,0.0,19186.0,24.34,16.86,382.39,2026.0,10.56,69.0,0.36,218.0,1.14,11.0,0.06,954.0,4.97,15722.0,81.95,50.49,14685.0,76.14,74.74,365.0
13021,135,133,142,22,119,129,0.0,152862.0,24.73,15.33,390.47,83631.0,54.71,442.0,0.29,3288.0,2.15,182.0,0.12,5019.0,3.28,58543.0,38.3,53.07,22415.0,14.41,74.07,2730.0
13023,128,41,69,97,111,69,0.0,12830.0,20.44,16.71,442.62,3380.0,26.34,29.0,0.23,142.0,1.11,2.0,0.02,367.0,2.86,8788.0,68.5,52.03,6739.0,51.59,74.7,217.0
13025,112,92,112,158,102,9,0.0,18731.0,23.89,16.11,409.06,618.0,3.3,88.0,0.47,54.0,0.29,3.0,0.02,421.0,2.25,17244.0,92.06,50.44,18309.0,99.45,74.83,384.0
13027,71,77,76,142,113,115,0.0,15587.0,22.06,19.41,360.3,5394.0,34.61,66.0,0.42,145.0,0.93,31.0,0.2,904.0,5.8,8884.0,57.0,50.89,11539.0,71.04,75.33,274.0
13029,46,13,54,20,15,58,0.0,37060.0,29.36,10.38,738.77,5286.0,14.26,190.0,0.51,781.0,2.11,51.0,0.14,2683.0,7.24,27189.0,73.36,50.49,15825.0,52.34,76.09,462.0
13031,33,117,103,96,51,91,0.0,76149.0,20.13,11.15,420.68,22223.0,29.18,309.0,0.41,1134.0,1.49,79.0,0.1,2912.0,3.82,48420.0,63.59,50.86,33903.0,48.28,76.55,873.0
13033,132,141,134,89,141,119,0.0,22522.0,26.25,14.93,418.63,10641.0,47.25,85.0,0.38,128.0,0.57,26.0,0.12,692.0,3.07,10684.0,47.44,52.28,17486.0,75.0,74.05,395.0
13035,103,60,44,86,82,132,0.0,24059.0,20.7,15.41,460.62,6802.0,28.27,85.0,0.35,154.0,0.64,6.0,0.02,786.0,3.27,15960.0,66.34,47.14,18437.0,77.94,74.71,449.0
13037,111,138,139,137,123,40,0.0,6455.0,17.47,14.81,338.89,3873.0,60.0,30.0,0.46,52.0,0.81,19.0,0.29,323.0,5.0,2120.0,32.84,39.21,6694.0,100.0,75.09,109.0
13039,25,19,71,48,23,6,1.0,53044.0,24.39,12.94,535.82,9835.0,18.54,362.0,0.68,796.0,1.5,112.0,0.21,3597.0,6.78,37029.0,69.81,48.64,15883.0,31.44,78.22,644.0
13043,155,132,119,157,74,70,0.0,10797.0,25.1,17.81,338.46,2607.0,24.15,33.0,0.31,153.0,1.42,22.0,0.2,1342.0,12.43,6633.0,61.43,50.86,7365.0,66.97,71.32,255.0
13045,78,59,116,59,54,96,0.0,117812.0,24.05,13.26,513.88,22458.0,19.06,719.0,0.61,1144.0,0.97,94.0,0.08,8290.0,7.04,83316.0,70.72,51.29,46228.0,41.83,74.95,1814.0
13047,51,16,27,14,18,140,0.0,66550.0,23.16,17.27,538.33,1809.0,2.72,272.0,0.41,947.0,1.42,87.0,0.13,2052.0,3.08,60396.0,90.75,51.58,17969.0,28.1,76.88,1015.0
13049,50,36,99,116,130,2,0.0,12715.0,19.36,15.84,406.36,3767.0,29.63,273.0,2.15,106.0,0.83,7.0,0.06,483.0,3.8,7891.0,62.06,42.67,6210.0,51.02,79.54,177.0
13051,56,55,43,11,40,25,0.0,290501.0,21.62,14.78,546.67,115693.0,39.83,1021.0,0.35,8574.0,2.95,416.0,0.14,19122.0,6.58,140672.0,48.42,51.8,11944.0,4.5,77.64,3767.0
13053,76,24,58,15,58,18,0.0,10343.0,20.96,4.77,444.39,1960.0,18.95,169.0,1.63,368.0,3.56,72.0,0.7,1605.0,15.52,5956.0,57.58,34.54,3326.0,29.52,76.49,77.0
13055,116,52,126,129,67,93,0.0,24770.0,22.44,17.21,393.25,2425.0,9.79,101.0,0.41,138.0,0.56,76.0,0.31,1259.0,5.08,20487.0,82.71,48.79,14974.0,57.56,73.65,505.0
13057,6,3,2,34,5,80,1.0,247573.0,24.9,13.44,782.47,16174.0,6.53,1267.0,0.51,4981.0,2.01,236.0,0.1,25621.0,10.35,195900.0,79.13,50.79,36659.0,17.1,79.93,2306.0
13059,17,108,51,16,56,150,0.0,127064.0,17.43,10.53,399.01,35203.0,27.7,509.0,0.4,5564.0,4.38,151.0,0.12,13835.0,10.89,69991.0,55.08,52.41,6839.0,5.86,78.58,1110.0
13061,153,158,153,141,159,13,0.0,2962.0,21.07,26.06,291.22,1793.0,60.53,11.0,0.37,13.0,0.44,1.0,0.03,47.0,1.59,1063.0,35.89,53.21,3183.0,100.0,75.43,65.0
13063,55,86,107,106,125,143,0.0,285153.0,28.01,9.03,447.57,197650.0,69.31,1682.0,0.59,15149.0,5.31,315.0,0.11,37927.0,13.3,28787.0,10.1,53.08,2303.0,0.89,76.74,3263.0
13065,152,143,146,146,107,15,0.0,6727.0,25.87,15.91,371.74,1785.0,26.53,59.0,0.88,23.0,0.34,7.0,0.1,386.0,5.74,4376.0,65.05,50.96,4108.0,60.43,71.64,158.0
13067,5,10,4,19,9,41,2.0,755754.0,23.96,11.82,754.85,205908.0,27.25,3563.0,0.47,41313.0,5.47,512.0,0.07,98915.0,13.09,392410.0,51.92,51.66,1694.0,0.25,80.41,6408.0
13069,106,107,148,145,108,49,0.0,43014.0,24.4,13.45,394.08,11934.0,27.74,216.0,0.5,433.0,1.01,29.0,0.07,5138.0,11.94,24951.0,58.01,48.94,28202.0,66.58,74.16,715.0
13071,101,121,113,156,93,46,0.0,45835.0,26.5,14.92,366.51,10439.0,22.78,602.0,1.31,406.0,0.89,77.0,0.17,9075.0,19.8,25436.0,55.49,50.46,26821.0,58.95,74.37,787.0
13073,7,5,10,3,4,61,0.0,151579.0,25.62,13.01,758.32,26008.0,17.16,602.0,0.4,6463.0,4.26,307.0,0.2,10113.0,6.67,104249.0,68.78,51.12,20131.0,16.23,80.34,1287.0
13075,66,130,97,110,68,38,0.0,17277.0,25.47,16.03,364.63,4711.0,27.27,72.0,0.42,136.0,0.79,14.0,0.08,985.0,5.7,11170.0,64.65,52.1,10226.0,59.41,74.94,304.0
13077,14,15,20,6,14,87,0.0,143114.0,24.77,13.45,732.96,25449.0,17.78,597.0,0.42,3021.0,2.11,152.0,0.11,10093.0,7.05,101706.0,71.07,51.2,41929.0,32.93,78.5,1615.0
13079,52,51,79,120,71,139,0.0,12295.0,20.89,18.2,474.22,2497.0,20.31,81.0,0.66,149.0,1.21,9.0,0.07,395.0,3.21,9047.0,73.58,49.8,12630.0,100.0,76.95,216.0
13081,150,150,144,90,114,107,0.0,22736.0,24.09,18.27,347.54,9998.0,43.97,66.0,0.29,278.0,1.22,19.0,0.08,758.0,3.33,11417.0,50.22,52.74,11023.0,47.03,75.22,409.0
13083,62,31,33,63,38,19,0.0,16285.0,19.41,18.86,450.53,196.0,1.2,97.0,0.6,163.0,1.0,12.0,0.07,386.0,2.37,15253.0,93.66,51.11,11997.0,72.13,75.76,270.0
13085,47,6,11,26,7,23,0.0,24379.0,20.77,19.73,649.3,178.0,0.73,102.0,0.42,176.0,0.72,16.0,0.07,1122.0,4.6,22514.0,92.35,50.27,17933.0,80.31,76.88,370.0
13087,138,131,120,119,121,152,0.0,26716.0,24.51,16.12,378.35,11153.0,41.75,217.0,0.81,171.0,0.64,34.0,0.13,1618.0,6.06,13459.0,50.38,51.62,15724.0,56.48,73.98,528.0
13089,15,27,13,17,65,133,1.0,753253.0,23.27,12.0,614.96,405649.0,53.85,3590.0,0.48,48827.0,6.48,569.0,0.08,65070.0,8.64,219274.0,29.11,52.69,1820.0,0.26,80.03,7343.0
13091,140,87,83,103,124,52,0.0,20730.0,19.91,17.21,360.67,6064.0,29.25,89.0,0.43,106.0,0.51,37.0,0.18,728.0,3.51,13534.0,65.29,48.08,15743.0,72.23,74.26,408.0
13093,74,125,109,128,122,121,0.0,13737.0,17.86,19.09,357.81,6661.0,48.49,39.0,0.28,110.0,0.8,9.0,0.07,998.0,7.27,5823.0,42.39,46.01,8006.0,53.67,78.08,215.0
13095,147,151,143,33,140,60,1.0,89502.0,24.34,15.4,369.94,62299.0,69.61,249.0,0.28,839.0,0.94,183.0,0.2,2554.0,2.85,22605.0,25.26,53.79,13201.0,13.96,74.24,1573.0
13097,28,45,32,79,33,134,0.0,143882.0,26.1,11.27,601.77,65564.0,45.57,633.0,0.44,2527.0,1.76,245.0,0.17,13976.0,9.71,58405.0,40.59,52.51,20863.0,15.76,77.39,1750.0
13099,125,157,154,121,96,124,0.0,10296.0,25.11,18.8,324.9,5205.0,50.55,59.0,0.57,67.0,0.65,2.0,0.02,241.0,2.34,4645.0,45.11,53.51,7260.0,65.95,74.49,202.0
13101,10,102,53,155,46,136,0.0,3936.0,26.65,12.73,365.59,181.0,4.6,121.0,3.07,21.0,0.53,8.0,0.2,1180.0,29.98,2432.0,61.79,48.73,4034.0,100.0,79.57,41.0
13103,54,22,47,31,12,56,0.0,59982.0,26.58,11.54,681.09,8160.0,13.6,273.0,0.46,650.0,1.08,76.0,0.13,2616.0,4.36,47270.0,78.81,50.21,35035.0,67.05,76.1,815.0
13105,130,68,64,138,112,65,0.0,19109.0,21.83,20.45,354.52,5434.0,28.44,71.0,0.37,181.0,0.95,10.0,0.05,1111.0,5.81,12121.0,63.43,51.96,14241.0,70.62,74.52,377.0
13107,151,114,147,143,154,57,0.0,22530.0,25.0,15.85,335.51,7772.0,34.5,90.0,0.4,149.0,0.66,15.0,0.07,1012.0,4.49,13327.0,59.15,50.86,15114.0,66.88,72.6,473.0
13109,104,104,92,132,104,36,0.0,10775.0,26.7,15.78,344.64,3193.0,29.63,60.0,0.56,139.0,1.29,40.0,0.37,1296.0,12.03,6060.0,56.24,51.11,6741.0,61.28,74.58,173.0
13111,89,32,12,65,39,5,0.0,25322.0,16.85,28.73,429.86,176.0,0.7,102.0,0.4,150.0,0.59,11.0,0.04,632.0,2.5,24002.0,94.79,51.47,23682.0,100.0,76.58,477.0
13113,4,4,5,2,3,73,0.0,112549.0,23.37,17.63,878.31,25877.0,22.99,482.0,0.43,5769.0,5.13,129.0,0.11,8285.0,7.36,70237.0,62.41,51.37,19372.0,18.18,80.87,1071.0
13115,61,47,46,27,50,67,0.0,97613.0,23.32,16.57,459.79,14003.0,14.35,726.0,0.74,1573.0,1.61,281.0,0.29,10913.0,11.18,69481.0,71.18,51.68,35466.0,36.82,75.76,1566.0
13117,1,1,1,7,2,39,1.0,227967.0,27.87,11.65,1030.83,7974.0,3.5,1156.0,0.51,30473.0,13.37,153.0,0.07,21951.0,9.63,163835.0,71.87,50.33,17414.0,9.92,81.51,1547.0
13119,107,85,60,109,47,142,0.0,22820.0,22.0,18.8,427.03,2082.0,9.12,94.0,0.41,257.0,1.13,12.0,0.05,1070.0,4.69,19055.0,83.5,50.89,19639.0,88.93,74.42,445.0
13121,16,20,9,5,42,153,3.0,1041423.0,22.3,11.35,649.01,455122.0,43.7,2958.0,0.28,75462.0,7.25,416.0,0.04,76270.0,7.32,414371.0,39.79,51.57,9921.0,1.08,79.33,10384.0
13123,86,37,21,123,59,14,0.0,30674.0,19.54,24.16,462.0,188.0,0.61,214.0,0.7,216.0,0.7,150.0,0.49,3798.0,12.38,26091.0,85.06,49.71,24796.0,87.64,76.93,515.0
13125,26,58,74,69,43,28,0.0,3062.0,22.8,17.37,435.29,279.0,9.11,17.0,0.56,7.0,0.23,2.0,0.07,54.0,1.76,2658.0,86.81,50.52,3082.0,100.0,75.92,57.0
13127,58,73,25,64,49,7,1.0,85282.0,22.2,19.44,507.4,22304.0,26.15,408.0,0.48,1341.0,1.57,171.0,0.2,5944.0,6.97,54087.0,63.42,52.75,16376.0,20.57,77.3,1330.0
13129,69,54,35,122,29,42,0.0,57089.0,24.74,14.13,468.68,2173.0,3.81,370.0,0.65,656.0,1.15,208.0,0.36,9261.0,16.22,44106.0,77.26,50.51,28453.0,51.56,75.87,874.0
13131,87,126,150,101,77,68,0.0,24819.0,25.13,17.47,410.95,7014.0,28.26,335.0,1.35,156.0,0.63,73.0,0.29,2906.0,11.71,14363.0,57.87,51.7,15597.0,62.36,76.27,414.0
13133,73,101,67,35,97,149,0.0,17281.0,18.97,28.59,507.36,5862.0,33.92,96.0,0.56,184.0,1.06,22.0,0.13,1056.0,6.11,9928.0,57.45,51.54,13235.0,82.75,77.59,281.0
13135,3,8,8,47,16,113,1.0,920260.0,27.21,9.61,689.57,248276.0,26.98,7761.0,0.84,112274.0,12.2,916.0,0.1,195111.0,21.2,343837.0,37.36,51.1,3910.0,0.49,80.83,6704.0
13137,41,38,42,72,28,108,0.0,44567.0,22.6,17.99,492.92,1635.0,3.67,437.0,0.98,1110.0,2.49,127.0,0.28,6625.0,14.87,34498.0,77.41,52.62,25292.0,58.76,76.92,617.0
13139,12,33,28,66,30,45,0.0,199335.0,25.59,14.65,613.2,14530.0,7.29,1718.0,0.86,4020.0,2.02,400.0,0.2,56983.0,28.59,121216.0,60.81,50.13,36937.0,20.56,79.26,2112.0
13141,127,159,133,60,155,144,0.0,8561.0,15.84,21.97,312.47,6072.0,70.93,44.0,0.51,99.0,1.16,2.0,0.02,200.0,2.34,2100.0,24.53,44.61,5807.0,61.59,75.41,189.0
13143,143,44,41,55,60,77,0.0,29256.0,24.11,16.14,451.67,1367.0,4.67,104.0,0.36,221.0,0.76,16.0,0.05,485.0,1.66,26649.0,91.09,51.3,22264.0,77.36,72.82,595.0
13145,8,12,18,8,6,145,0.0,33915.0,21.57,18.36,728.11,5609.0,16.54,155.0,0.46,367.0,1.08,43.0,0.13,1239.0,3.65,26056.0,76.83,50.07,30962.0,96.68,80.06,422.0
